sample_name,specimen_id,group_value,strategy,split_id,membership
D03-20240710-26W,D03,D03,group_shuffle,gss_0,train
D03-20240724-28W,D03,D03,group_shuffle,gss_0,train
D03-20240807-30W,D03,D03,group_shuffle,gss_0,train
D03-20240902-33W,D03,D03,group_shuffle,gss_0,train
D03-20240918-36W,D03,D03,group_shuffle,gss_0,train
D04-20240110-0W,D04,D04,group_shuffle,gss_0,train
D04-20240124-2W,D04,D04,group_shuffle,gss_0,train
D04-20240207-4W,D04,D04,group_shuffle,gss_0,train
D04-20240221-6W,D04,D04,group_shuffle,gss_0,train
D04-20240306-8W,D04,D04,group_shuffle,gss_0,train
D04-20240320-10W,D04,D04,group_shuffle,gss_0,train
D04-20240405-12W,D04,D04,group_shuffle,gss_0,train
D04-20240417-14W,D04,D04,group_shuffle,gss_0,train
D04-20240508-17W,D04,D04,group_shuffle,gss_0,train
D04-20240522-19W,D04,D04,group_shuffle,gss_0,train
D04-20240529-20W,D04,D04,group_shuffle,gss_0,train
D04-20240619-23W,D04,D04,group_shuffle,gss_0,train
D04-20240626-24W,D04,D04,group_shuffle,gss_0,train
D04-20240710-26W,D04,D04,group_shuffle,gss_0,train
D04-20240724-28W,D04,D04,group_shuffle,gss_0,train
D04-20240807-30W,D04,D04,group_shuffle,gss_0,train
D04-20240902-33W,D04,D04,group_shuffle,gss_0,train
D04-20240918-36W,D04,D04,group_shuffle,gss_0,train
D06-20240110-0W,D06,D06,group_shuffle,gss_0,train
D06-20240124-2W,D06,D06,group_shuffle,gss_0,train
D06-20240207-4W,D06,D06,group_shuffle,gss_0,train
D06-20240221-6W,D06,D06,group_shuffle,gss_0,train
D06-20240306-8W,D06,D06,group_shuffle,gss_0,train
D06-20240320-10W,D06,D06,group_shuffle,gss_0,train
D06-20240405-12W,D06,D06,group_shuffle,gss_0,train
D06-20240417-14W,D06,D06,group_shuffle,gss_0,train
D06-20240508-17W,D06,D06,group_shuffle,gss_0,train
D06-20240522-19W,D06,D06,group_shuffle,gss_0,train
D06-20240529-20W,D06,D06,group_shuffle,gss_0,train
D06-20240619-23W,D06,D06,group_shuffle,gss_0,train
D06-20240626-24W,D06,D06,group_shuffle,gss_0,train
D06-20240710-26W,D06,D06,group_shuffle,gss_0,train
D06-20240724-28W,D06,D06,group_shuffle,gss_0,train
D06-20240807-30W,D06,D06,group_shuffle,gss_0,train
D06-20240902-33W,D06,D06,group_shuffle,gss_0,train
D06-20240918-36W,D06,D06,group_shuffle,gss_0,train
E01-20240110-0W,E01,E01,group_shuffle,gss_0,train
E01-20240124-2W,E01,E01,group_shuffle,gss_0,train
E01-20240207-4W,E01,E01,group_shuffle,gss_0,train
E01-20240221-6W,E01,E01,group_shuffle,gss_0,train
E01-20240306-8W,E01,E01,group_shuffle,gss_0,train
E01-20240320-10W,E01,E01,group_shuffle,gss_0,train
E01-20240405-12W,E01,E01,group_shuffle,gss_0,train
E01-20240417-14W,E01,E01,group_shuffle,gss_0,train
E01-20240522-19W,E01,E01,group_shuffle,gss_0,train
E01-20240529-20W,E01,E01,group_shuffle,gss_0,train
E01-20240619-23W,E01,E01,group_shuffle,gss_0,train
E01-20240626-24W,E01,E01,group_shuffle,gss_0,train
E01-20240710-26W,E01,E01,group_shuffle,gss_0,train
E01-20240724-28W,E01,E01,group_shuffle,gss_0,train
E01-20240807-30W,E01,E01,group_shuffle,gss_0,train
E01-20240902-33W,E01,E01,group_shuffle,gss_0,train
E01-20240918-36W,E01,E01,group_shuffle,gss_0,train
E02-20240110-0W,E02,E02,group_shuffle,gss_0,train
E02-20240124-2W,E02,E02,group_shuffle,gss_0,train
E02-20240207-4W,E02,E02,group_shuffle,gss_0,train
E02-20240221-6W,E02,E02,group_shuffle,gss_0,train
E02-20240306-8W,E02,E02,group_shuffle,gss_0,train
E02-20240320-10W,E02,E02,group_shuffle,gss_0,train
E02-20240405-12W,E02,E02,group_shuffle,gss_0,train
E02-20240417-14W,E02,E02,group_shuffle,gss_0,train
E02-20240508-17W,E02,E02,group_shuffle,gss_0,train
E02-20240522-19W,E02,E02,group_shuffle,gss_0,train
E02-20240529-20W,E02,E02,group_shuffle,gss_0,train
E02-20240619-23W,E02,E02,group_shuffle,gss_0,train
E02-20240626-24W,E02,E02,group_shuffle,gss_0,train
E02-20240710-26W,E02,E02,group_shuffle,gss_0,train
E02-20240724-28W,E02,E02,group_shuffle,gss_0,train
E02-20240807-30W,E02,E02,group_shuffle,gss_0,train
E02-20240902-33W,E02,E02,group_shuffle,gss_0,train
E02-20240918-36W,E02,E02,group_shuffle,gss_0,train
E03-20240110-0W,E03,E03,group_shuffle,gss_0,train
E03-20240124-2W,E03,E03,group_shuffle,gss_0,train
E03-20240207-4W,E03,E03,group_shuffle,gss_0,train
E03-20240221-6W,E03,E03,group_shuffle,gss_0,train
E03-20240306-8W,E03,E03,group_shuffle,gss_0,train
E03-20240320-10W,E03,E03,group_shuffle,gss_0,train
E03-20240405-12W,E03,E03,group_shuffle,gss_0,train
E03-20240417-14W,E03,E03,group_shuffle,gss_0,train
E03-20240508-17W,E03,E03,group_shuffle,gss_0,train
E03-20240522-19W,E03,E03,group_shuffle,gss_0,train
E03-20240529-20W,E03,E03,group_shuffle,gss_0,train
E03-20240619-23W,E03,E03,group_shuffle,gss_0,train
E03-20240626-24W,E03,E03,group_shuffle,gss_0,train
E03-20240710-26W,E03,E03,group_shuffle,gss_0,train
E03-20240724-28W,E03,E03,group_shuffle,gss_0,train
E03-20240807-30W,E03,E03,group_shuffle,gss_0,train
E03-20240902-33W,E03,E03,group_shuffle,gss_0,train
E03-20240918-36W,E03,E03,group_shuffle,gss_0,train
E04-20240110-0W,E04,E04,group_shuffle,gss_0,train
E04-20240124-2W,E04,E04,group_shuffle,gss_0,train
E04-20240207-4W,E04,E04,group_shuffle,gss_0,train
E04-20240221-6W,E04,E04,group_shuffle,gss_0,train
E04-20240306-8W,E04,E04,group_shuffle,gss_0,train
E04-20240320-10W,E04,E04,group_shuffle,gss_0,train
E04-20240405-12W,E04,E04,group_shuffle,gss_0,train
E04-20240417-14W,E04,E04,group_shuffle,gss_0,train
E04-20240508-17W,E04,E04,group_shuffle,gss_0,train
E04-20240522-19W,E04,E04,group_shuffle,gss_0,train
E04-20240529-20W,E04,E04,group_shuffle,gss_0,train
E04-20240619-23W,E04,E04,group_shuffle,gss_0,train
E04-20240626-24W,E04,E04,group_shuffle,gss_0,train
E04-20240710-26W,E04,E04,group_shuffle,gss_0,train
E04-20240724-28W,E04,E04,group_shuffle,gss_0,train
E04-20240807-30W,E04,E04,group_shuffle,gss_0,train
E04-20240902-33W,E04,E04,group_shuffle,gss_0,train
E04-20240918-36W,E04,E04,group_shuffle,gss_0,train
E05-20240110-0W,E05,E05,group_shuffle,gss_0,train
E05-20240124-2W,E05,E05,group_shuffle,gss_0,train
E05-20240207-4W,E05,E05,group_shuffle,gss_0,train
E05-20240221-6W,E05,E05,group_shuffle,gss_0,train
E05-20240306-8W,E05,E05,group_shuffle,gss_0,train
E05-20240320-10W,E05,E05,group_shuffle,gss_0,train
E05-20240405-12W,E05,E05,group_shuffle,gss_0,train
E05-20240417-14W,E05,E05,group_shuffle,gss_0,train
E05-20240508-17W,E05,E05,group_shuffle,gss_0,train
E05-20240522-19W,E05,E05,group_shuffle,gss_0,train
E05-20240529-20W,E05,E05,group_shuffle,gss_0,train
E05-20240619-23W,E05,E05,group_shuffle,gss_0,train
E05-20240626-24W,E05,E05,group_shuffle,gss_0,train
E05-20240710-26W,E05,E05,group_shuffle,gss_0,train
E05-20240724-28W,E05,E05,group_shuffle,gss_0,train
E05-20240807-30W,E05,E05,group_shuffle,gss_0,train
E05-20240902-33W,E05,E05,group_shuffle,gss_0,train
E05-20240918-36W,E05,E05,group_shuffle,gss_0,train
E06-20240110-0W,E06,E06,group_shuffle,gss_0,train
E06-20240124-2W,E06,E06,group_shuffle,gss_0,train
E06-20240207-4W,E06,E06,group_shuffle,gss_0,train
E06-20240221-6W,E06,E06,group_shuffle,gss_0,train
E06-20240306-8W,E06,E06,group_shuffle,gss_0,train
E06-20240320-10W,E06,E06,group_shuffle,gss_0,train
E06-20240405-12W,E06,E06,group_shuffle,gss_0,train
E06-20240417-14W,E06,E06,group_shuffle,gss_0,train
E06-20240508-17W,E06,E06,group_shuffle,gss_0,train
E06-20240522-19W,E06,E06,group_shuffle,gss_0,train
E06-20240529-20W,E06,E06,group_shuffle,gss_0,train
E06-20240619-23W,E06,E06,group_shuffle,gss_0,train
E06-20240626-24W,E06,E06,group_shuffle,gss_0,train
E06-20240710-26W,E06,E06,group_shuffle,gss_0,train
E06-20240724-28W,E06,E06,group_shuffle,gss_0,train
E06-20240807-30W,E06,E06,group_shuffle,gss_0,train
E06-20240902-33W,E06,E06,group_shuffle,gss_0,train
E06-20240918-36W,E06,E06,group_shuffle,gss_0,train
F02-20240110-0W,F02,F02,group_shuffle,gss_0,train
F02-20240124-2W,F02,F02,group_shuffle,gss_0,train
F02-20240207-4W,F02,F02,group_shuffle,gss_0,train
F02-20240221-6W,F02,F02,group_shuffle,gss_0,train
F02-20240306-8W,F02,F02,group_shuffle,gss_0,train
F02-20240320-10W,F02,F02,group_shuffle,gss_0,train
F02-20240405-12W,F02,F02,group_shuffle,gss_0,train
F02-20240417-14W,F02,F02,group_shuffle,gss_0,train
F02-20240508-17W,F02,F02,group_shuffle,gss_0,train
F02-20240522-19W,F02,F02,group_shuffle,gss_0,train
F02-20240529-20W,F02,F02,group_shuffle,gss_0,train
F02-20240619-23W,F02,F02,group_shuffle,gss_0,train
F02-20240626-24W,F02,F02,group_shuffle,gss_0,train
F02-20240710-26W,F02,F02,group_shuffle,gss_0,train
F02-20240724-28W,F02,F02,group_shuffle,gss_0,train
F02-20240807-30W,F02,F02,group_shuffle,gss_0,train
F02-20240902-33W,F02,F02,group_shuffle,gss_0,train
F02-20240918-36W,F02,F02,group_shuffle,gss_0,train
F03-20240110-0W,F03,F03,group_shuffle,gss_0,train
F03-20240124-2W,F03,F03,group_shuffle,gss_0,train
F03-20240207-4W,F03,F03,group_shuffle,gss_0,train
F03-20240221-6W,F03,F03,group_shuffle,gss_0,train
F03-20240306-8W,F03,F03,group_shuffle,gss_0,train
F03-20240320-10W,F03,F03,group_shuffle,gss_0,train
F03-20240405-12W,F03,F03,group_shuffle,gss_0,train
F03-20240417-14W,F03,F03,group_shuffle,gss_0,train
F03-20240508-17W,F03,F03,group_shuffle,gss_0,train
F03-20240522-19W,F03,F03,group_shuffle,gss_0,train
F03-20240529-20W,F03,F03,group_shuffle,gss_0,train
F03-20240619-23W,F03,F03,group_shuffle,gss_0,train
F03-20240626-24W,F03,F03,group_shuffle,gss_0,train
F03-20240710-26W,F03,F03,group_shuffle,gss_0,train
F03-20240724-28W,F03,F03,group_shuffle,gss_0,train
F03-20240807-30W,F03,F03,group_shuffle,gss_0,train
F03-20240902-33W,F03,F03,group_shuffle,gss_0,train
F03-20240918-36W,F03,F03,group_shuffle,gss_0,train
F04-20240110-0W,F04,F04,group_shuffle,gss_0,train
F04-20240124-2W,F04,F04,group_shuffle,gss_0,train
F04-20240207-4W,F04,F04,group_shuffle,gss_0,train
F04-20240221-6W,F04,F04,group_shuffle,gss_0,train
F04-20240306-8W,F04,F04,group_shuffle,gss_0,train
F04-20240320-10W,F04,F04,group_shuffle,gss_0,train
F04-20240405-12W,F04,F04,group_shuffle,gss_0,train
F04-20240417-14W,F04,F04,group_shuffle,gss_0,train
F04-20240508-17W,F04,F04,group_shuffle,gss_0,train
F04-20240522-19W,F04,F04,group_shuffle,gss_0,train
F04-20240529-20W,F04,F04,group_shuffle,gss_0,train
F04-20240619-23W,F04,F04,group_shuffle,gss_0,train
F04-20240626-24W,F04,F04,group_shuffle,gss_0,train
F04-20240710-26W,F04,F04,group_shuffle,gss_0,train
F04-20240724-28W,F04,F04,group_shuffle,gss_0,train
F04-20240807-30W,F04,F04,group_shuffle,gss_0,train
F04-20240902-33W,F04,F04,group_shuffle,gss_0,train
F04-20240918-36W,F04,F04,group_shuffle,gss_0,train
F05-20240110-0W,F05,F05,group_shuffle,gss_0,train
F05-20240124-2W,F05,F05,group_shuffle,gss_0,train
F05-20240207-4W,F05,F05,group_shuffle,gss_0,train
F05-20240221-6W,F05,F05,group_shuffle,gss_0,train
F05-20240306-8W,F05,F05,group_shuffle,gss_0,train
F05-20240320-10W,F05,F05,group_shuffle,gss_0,train
F05-20240405-12W,F05,F05,group_shuffle,gss_0,train
F05-20240417-14W,F05,F05,group_shuffle,gss_0,train
F05-20240508-17W,F05,F05,group_shuffle,gss_0,train
F05-20240522-19W,F05,F05,group_shuffle,gss_0,train
F05-20240529-20W,F05,F05,group_shuffle,gss_0,train
F05-20240619-23W,F05,F05,group_shuffle,gss_0,train
F05-20240626-24W,F05,F05,group_shuffle,gss_0,train
F05-20240710-26W,F05,F05,group_shuffle,gss_0,train
F05-20240724-28W,F05,F05,group_shuffle,gss_0,train
F05-20240807-30W,F05,F05,group_shuffle,gss_0,train
F05-20240902-33W,F05,F05,group_shuffle,gss_0,train
F05-20240918-36W,F05,F05,group_shuffle,gss_0,train
F06-20240110-0W,F06,F06,group_shuffle,gss_0,train
F06-20240124-2W,F06,F06,group_shuffle,gss_0,train
F06-20240207-4W,F06,F06,group_shuffle,gss_0,train
F06-20240221-6W,F06,F06,group_shuffle,gss_0,train
F06-20240306-8W,F06,F06,group_shuffle,gss_0,train
F06-20240320-10W,F06,F06,group_shuffle,gss_0,train
F06-20240405-12W,F06,F06,group_shuffle,gss_0,train
F06-20240417-14W,F06,F06,group_shuffle,gss_0,train
F06-20240508-17W,F06,F06,group_shuffle,gss_0,train
F06-20240522-19W,F06,F06,group_shuffle,gss_0,train
F06-20240529-20W,F06,F06,group_shuffle,gss_0,train
F06-20240619-23W,F06,F06,group_shuffle,gss_0,train
F06-20240626-24W,F06,F06,group_shuffle,gss_0,train
F06-20240710-26W,F06,F06,group_shuffle,gss_0,train
F06-20240724-28W,F06,F06,group_shuffle,gss_0,train
F06-20240807-30W,F06,F06,group_shuffle,gss_0,train
F06-20240902-33W,F06,F06,group_shuffle,gss_0,train
F06-20240918-36W,F06,F06,group_shuffle,gss_0,train
G01-20240110-0W,G01,G01,group_shuffle,gss_0,train
G01-20240124-2W,G01,G01,group_shuffle,gss_0,train
G01-20240207-4W,G01,G01,group_shuffle,gss_0,train
G01-20240221-6W,G01,G01,group_shuffle,gss_0,train
G01-20240306-8W,G01,G01,group_shuffle,gss_0,train
G01-20240320-10W,G01,G01,group_shuffle,gss_0,train
G01-20240405-12W,G01,G01,group_shuffle,gss_0,train
G01-20240417-14W,G01,G01,group_shuffle,gss_0,train
G01-20240508-17W,G01,G01,group_shuffle,gss_0,train
G01-20240522-19W,G01,G01,group_shuffle,gss_0,train
G01-20240529-20W,G01,G01,group_shuffle,gss_0,train
G01-20240619-23W,G01,G01,group_shuffle,gss_0,train
G01-20240626-24W,G01,G01,group_shuffle,gss_0,train
G01-20240710-26W,G01,G01,group_shuffle,gss_0,train
G01-20240724-28W,G01,G01,group_shuffle,gss_0,train
G01-20240807-30W,G01,G01,group_shuffle,gss_0,train
G01-20240902-33W,G01,G01,group_shuffle,gss_0,train
G01-20240918-36W,G01,G01,group_shuffle,gss_0,train
G03-20240110-0W,G03,G03,group_shuffle,gss_0,train
G03-20240124-2W,G03,G03,group_shuffle,gss_0,train
G03-20240207-4W,G03,G03,group_shuffle,gss_0,train
G03-20240221-6W,G03,G03,group_shuffle,gss_0,train
G03-20240306-8W,G03,G03,group_shuffle,gss_0,train
G03-20240320-10W,G03,G03,group_shuffle,gss_0,train
G03-20240405-12W,G03,G03,group_shuffle,gss_0,train
G03-20240417-14W,G03,G03,group_shuffle,gss_0,train
G03-20240508-17W,G03,G03,group_shuffle,gss_0,train
G03-20240522-19W,G03,G03,group_shuffle,gss_0,train
G03-20240529-20W,G03,G03,group_shuffle,gss_0,train
G03-20240619-23W,G03,G03,group_shuffle,gss_0,train
G03-20240626-24W,G03,G03,group_shuffle,gss_0,train
G03-20240710-26W,G03,G03,group_shuffle,gss_0,train
G03-20240724-28W,G03,G03,group_shuffle,gss_0,train
G03-20240807-30W,G03,G03,group_shuffle,gss_0,train
G03-20240902-33W,G03,G03,group_shuffle,gss_0,train
G03-20240918-36W,G03,G03,group_shuffle,gss_0,train
G04-20240110-0W,G04,G04,group_shuffle,gss_0,train
G04-20240124-2W,G04,G04,group_shuffle,gss_0,train
G04-20240207-4W,G04,G04,group_shuffle,gss_0,train
G04-20240221-6W,G04,G04,group_shuffle,gss_0,train
G04-20240306-8W,G04,G04,group_shuffle,gss_0,train
G04-20240320-10W,G04,G04,group_shuffle,gss_0,train
G04-20240405-12W,G04,G04,group_shuffle,gss_0,train
G04-20240417-14W,G04,G04,group_shuffle,gss_0,train
G04-20240508-17W,G04,G04,group_shuffle,gss_0,train
G04-20240522-19W,G04,G04,group_shuffle,gss_0,train
G04-20240529-20W,G04,G04,group_shuffle,gss_0,train
G04-20240619-23W,G04,G04,group_shuffle,gss_0,train
G04-20240626-24W,G04,G04,group_shuffle,gss_0,train
G04-20240710-26W,G04,G04,group_shuffle,gss_0,train
G04-20240724-28W,G04,G04,group_shuffle,gss_0,train
G04-20240807-30W,G04,G04,group_shuffle,gss_0,train
G04-20240902-33W,G04,G04,group_shuffle,gss_0,train
G04-20240918-36W,G04,G04,group_shuffle,gss_0,train
G05-20240110-0W,G05,G05,group_shuffle,gss_0,train
G05-20240124-2W,G05,G05,group_shuffle,gss_0,train
G05-20240207-4W,G05,G05,group_shuffle,gss_0,train
G05-20240221-6W,G05,G05,group_shuffle,gss_0,train
G05-20240306-8W,G05,G05,group_shuffle,gss_0,train
G05-20240320-10W,G05,G05,group_shuffle,gss_0,train
G05-20240405-12W,G05,G05,group_shuffle,gss_0,train
G05-20240417-14W,G05,G05,group_shuffle,gss_0,train
G05-20240508-17W,G05,G05,group_shuffle,gss_0,train
G05-20240522-19W,G05,G05,group_shuffle,gss_0,train
G05-20240529-20W,G05,G05,group_shuffle,gss_0,train
G05-20240619-23W,G05,G05,group_shuffle,gss_0,train
G05-20240626-24W,G05,G05,group_shuffle,gss_0,train
G05-20240710-26W,G05,G05,group_shuffle,gss_0,train
G05-20240724-28W,G05,G05,group_shuffle,gss_0,train
G05-20240807-30W,G05,G05,group_shuffle,gss_0,train
G05-20240902-33W,G05,G05,group_shuffle,gss_0,train
G05-20240918-36W,G05,G05,group_shuffle,gss_0,train
G06-20240110-0W,G06,G06,group_shuffle,gss_0,train
G06-20240124-2W,G06,G06,group_shuffle,gss_0,train
G06-20240207-4W,G06,G06,group_shuffle,gss_0,train
G06-20240221-6W,G06,G06,group_shuffle,gss_0,train
G06-20240306-8W,G06,G06,group_shuffle,gss_0,train
G06-20240320-10W,G06,G06,group_shuffle,gss_0,train
G06-20240405-12W,G06,G06,group_shuffle,gss_0,train
G06-20240417-14W,G06,G06,group_shuffle,gss_0,train
G06-20240508-17W,G06,G06,group_shuffle,gss_0,train
G06-20240522-19W,G06,G06,group_shuffle,gss_0,train
G06-20240529-20W,G06,G06,group_shuffle,gss_0,train
G06-20240619-23W,G06,G06,group_shuffle,gss_0,train
G06-20240626-24W,G06,G06,group_shuffle,gss_0,train
G06-20240710-26W,G06,G06,group_shuffle,gss_0,train
G06-20240724-28W,G06,G06,group_shuffle,gss_0,train
G06-20240807-30W,G06,G06,group_shuffle,gss_0,train
G06-20240902-33W,G06,G06,group_shuffle,gss_0,train
G06-20240918-36W,G06,G06,group_shuffle,gss_0,train
S1MI05-20220518-0W,S1MI05,S1MI05,group_shuffle,gss_0,train
S1MI05-20220603-2W,S1MI05,S1MI05,group_shuffle,gss_0,train
S1MI05-20220609-3W,S1MI05,S1MI05,group_shuffle,gss_0,train
S1MI05-20220616-4W,S1MI05,S1MI05,group_shuffle,gss_0,train
S1MI05-20220623-5W,S1MI05,S1MI05,group_shuffle,gss_0,train
S1MI05-20220630-6W,S1MI05,S1MI05,group_shuffle,gss_0,train
S1MI05-20220708-7W,S1MI05,S1MI05,group_shuffle,gss_0,train
S1MI05-20220714-8W,S1MI05,S1MI05,group_shuffle,gss_0,train
S1MI05-20220721-9W,S1MI05,S1MI05,group_shuffle,gss_0,train
S1MI05-20220802-10W,S1MI05,S1MI05,group_shuffle,gss_0,train
S1MI05-20220822-13W,S1MI05,S1MI05,group_shuffle,gss_0,train
S1MI05-20220906-15W,S1MI05,S1MI05,group_shuffle,gss_0,train
S1MI05-20221102-24W,S1MI05,S1MI05,group_shuffle,gss_0,train
S1MI05-20221110-25W,S1MI05,S1MI05,group_shuffle,gss_0,train
S1MI05-20221206-28W,S1MI05,S1MI05,group_shuffle,gss_0,train
S1MI06-20220518-0W,S1MI06,S1MI06,group_shuffle,gss_0,train
S1MI06-20220603-2W,S1MI06,S1MI06,group_shuffle,gss_0,train
S1MI06-20220609-3W,S1MI06,S1MI06,group_shuffle,gss_0,train
S1MI06-20220616-4W,S1MI06,S1MI06,group_shuffle,gss_0,train
S1MI06-20220623-5W,S1MI06,S1MI06,group_shuffle,gss_0,train
S1MI06-20220630-6W,S1MI06,S1MI06,group_shuffle,gss_0,train
S1MI06-20220708-7W,S1MI06,S1MI06,group_shuffle,gss_0,train
S1MI06-20220714-8W,S1MI06,S1MI06,group_shuffle,gss_0,train
S1MI06-20220721-9W,S1MI06,S1MI06,group_shuffle,gss_0,train
S1MI06-20220802-10W,S1MI06,S1MI06,group_shuffle,gss_0,train
S1MI06-20220822-13W,S1MI06,S1MI06,group_shuffle,gss_0,train
S1MI06-20220906-15W,S1MI06,S1MI06,group_shuffle,gss_0,train
S1MI06-20221102-24W,S1MI06,S1MI06,group_shuffle,gss_0,train
S1MI06-20221110-25W,S1MI06,S1MI06,group_shuffle,gss_0,train
S1MI06-20221206-28W,S1MI06,S1MI06,group_shuffle,gss_0,train
S1MI07-20220518-0W,S1MI07,S1MI07,group_shuffle,gss_0,train
S1MI07-20220603-2W,S1MI07,S1MI07,group_shuffle,gss_0,train
S1MI07-20220609-3W,S1MI07,S1MI07,group_shuffle,gss_0,train
S1MI07-20220616-4W,S1MI07,S1MI07,group_shuffle,gss_0,train
S1MI07-20220623-5W,S1MI07,S1MI07,group_shuffle,gss_0,train
S1MI07-20220630-6W,S1MI07,S1MI07,group_shuffle,gss_0,train
S1MI07-20220708-7W,S1MI07,S1MI07,group_shuffle,gss_0,train
S1MI07-20220714-8W,S1MI07,S1MI07,group_shuffle,gss_0,train
S1MI07-20220721-9W,S1MI07,S1MI07,group_shuffle,gss_0,train
S1MI07-20220802-10W,S1MI07,S1MI07,group_shuffle,gss_0,train
S1MI07-20220822-13W,S1MI07,S1MI07,group_shuffle,gss_0,train
S1MI07-20220906-15W,S1MI07,S1MI07,group_shuffle,gss_0,train
S1MI07-20221102-24W,S1MI07,S1MI07,group_shuffle,gss_0,train
S1MI07-20221110-25W,S1MI07,S1MI07,group_shuffle,gss_0,train
S1MI07-20221206-28W,S1MI07,S1MI07,group_shuffle,gss_0,train
S2SA01-20220518-0W,S2SA01,S2SA01,group_shuffle,gss_0,train
S2SA01-20220603-2W,S2SA01,S2SA01,group_shuffle,gss_0,train
S2SA01-20220609-3W,S2SA01,S2SA01,group_shuffle,gss_0,train
S2SA01-20220616-4W,S2SA01,S2SA01,group_shuffle,gss_0,train
S2SA01-20220623-5W,S2SA01,S2SA01,group_shuffle,gss_0,train
S2SA01-20220630-6W,S2SA01,S2SA01,group_shuffle,gss_0,train
S2SA01-20220708-7W,S2SA01,S2SA01,group_shuffle,gss_0,train
S2SA01-20220714-8W,S2SA01,S2SA01,group_shuffle,gss_0,train
S2SA01-20220721-9W,S2SA01,S2SA01,group_shuffle,gss_0,train
S2SA01-20220802-10W,S2SA01,S2SA01,group_shuffle,gss_0,train
S2SA01-20220822-13W,S2SA01,S2SA01,group_shuffle,gss_0,train
S2SA01-20220906-15W,S2SA01,S2SA01,group_shuffle,gss_0,train
S2SA01-20221102-24W,S2SA01,S2SA01,group_shuffle,gss_0,train
S2SA01-20221110-25W,S2SA01,S2SA01,group_shuffle,gss_0,train
S2SA01-20221206-28W,S2SA01,S2SA01,group_shuffle,gss_0,train
S2SA02-20220518-0W,S2SA02,S2SA02,group_shuffle,gss_0,train
S2SA02-20220603-2W,S2SA02,S2SA02,group_shuffle,gss_0,train
S2SA02-20220609-3W,S2SA02,S2SA02,group_shuffle,gss_0,train
S2SA02-20220616-4W,S2SA02,S2SA02,group_shuffle,gss_0,train
S2SA02-20220623-5W,S2SA02,S2SA02,group_shuffle,gss_0,train
S2SA02-20220630-6W,S2SA02,S2SA02,group_shuffle,gss_0,train
S2SA02-20220708-7W,S2SA02,S2SA02,group_shuffle,gss_0,train
