original_image_name,original_image_path,specimen_id,label,Sample Name,ID,Treatment,Label_Treatment,Ageing Days,A_Surface_Total_Rust_Percentage[%],A_Total_Rust_Category_(1–4),width_px,height_px,source_mode,file_size_bytes,mean_red_0_255,mean_green_0_255,mean_blue_0_255,std_red_0_255,std_green_0_255,std_blue_0_255,mean_rgb_intensity_0_255,mean_channel_std_0_255,mean_luminance_rec709_0_255,mean_luminance_rec709_0_1,luminance_rank_ascending,luminance_percentile_rank
D01-20240710-26W.png,Data/Images_dataset/D01-20240710-26W.png,D01,1,D01-20240710-26W,D01,NO,D,182,1.003,1,2835,650,RGBA,2539110,209.950446,196.484868,146.162224,20.871964,24.730210,24.905832,184.199179,23.502669,195.714355,0.767507,376,47.468354
D01-20240724-28W.png,Data/Images_dataset/D01-20240724-28W.png,D01,1,D01-20240724-28W,D01,NO,D,196,2.063,1,2835,650,RGBA,2245378,214.240698,195.536208,149.138596,23.057533,28.511409,29.643713,186.305167,27.070885,196.162875,0.769266,382,48.227848
D01-20240807-30W.png,Data/Images_dataset/D01-20240807-30W.png,D01,1,D01-20240807-30W,D01,NO,D,210,1.077,1,2835,650,RGBA,2960100,231.193123,214.591553,177.124294,28.404543,33.757647,33.752640,207.636323,31.971610,215.415911,0.844768,540,68.227848
D01-20240902-33W.png,Data/Images_dataset/D01-20240902-33W.png,D01,1,D01-20240902-33W,D01,NO,D,231,1.586,1,2835,650,RGBA,3037664,217.643109,202.606156,169.042785,28.925476,33.156065,33.512481,196.430683,31.864674,203.379737,0.797568,453,57.215190
D01-20240918-36W.png,Data/Images_dataset/D01-20240918-36W.png,D01,1,D01-20240918-36W,D01,NO,D,252,0.943,1,2835,650,RGBA,2198955,212.693570,196.288100,144.101980,21.751696,24.365702,22.692418,184.361217,22.936606,196.008065,0.768659,380,47.974684
D02-20240110-0W.png,Data/Images_dataset/D02-20240110-0W.png,D02,1,D02-20240110-0W,D02,NO,D,0,0.032,1,2835,650,RGBA,2245627,240.900503,230.240789,206.487349,14.137052,15.736887,16.614727,225.876214,15.496222,230.792046,0.905067,629,79.493671
D02-20240124-2W.png,Data/Images_dataset/D02-20240124-2W.png,D02,1,D02-20240124-2W,D02,NO,D,14,0,1,2835,650,RGBA,2257145,234.252925,226.288363,215.753358,21.861723,24.371085,26.351065,225.431549,24.194624,227.221002,0.891063,608,76.835443
D02-20240207-4W.png,Data/Images_dataset/D02-20240207-4W.png,D02,1,D02-20240207-4W,D02,NO,D,28,0.03,1,2835,650,RGBA,2553594,216.301998,203.828768,183.956205,24.220054,26.601695,29.170008,201.362324,26.663919,205.045778,0.804101,471,59.493671
D02-20240221-6W.png,Data/Images_dataset/D02-20240221-6W.png,D02,1,D02-20240221-6W,D02,NO,D,42,0.021,1,2835,650,RGBA,2092923,233.870923,226.744786,217.462423,20.853499,24.741438,28.535877,226.026044,24.710271,227.589616,0.892508,612,77.341772
D02-20240306-8W.png,Data/Images_dataset/D02-20240306-8W.png,D02,1,D02-20240306-8W,D02,NO,D,56,0.692,1,2835,650,RGBA,1720762,249.046003,243.632175,232.062528,16.278026,26.537645,33.130329,241.580236,25.315333,243.947827,0.956658,711,89.873418
D02-20240320-10W.png,Data/Images_dataset/D02-20240320-10W.png,D02,1,D02-20240320-10W,D02,NO,D,70,2.722,1,2835,650,RGBA,2684763,233.194013,222.478075,201.108326,27.070574,38.049550,45.839835,218.926804,36.986653,223.213387,0.875347,584,73.797468
D02-20240405-12W.png,Data/Images_dataset/D02-20240405-12W.png,D02,1,D02-20240405-12W,D02,NO,D,84,2.33,1,2835,650,RGBA,2247323,232.664752,227.433102,215.848754,27.917370,39.076266,45.891668,225.315536,37.628434,227.708961,0.892976,615,77.721519
D02-20240417-14W.png,Data/Images_dataset/D02-20240417-14W.png,D02,1,D02-20240417-14W,D02,NO,D,98,3.113,1,2835,650,RGBA,2148997,216.090559,203.780068,174.718577,29.841128,35.914912,37.324796,198.196401,34.360278,204.299039,0.801173,464,58.607595
D02-20240508-17W.png,Data/Images_dataset/D02-20240508-17W.png,D02,1,D02-20240508-17W,D02,NO,D,119,2.826,1,2835,650,RGBA,2078045,209.754538,202.289158,181.468880,42.945468,48.287196,52.752372,197.837525,47.995012,202.373074,0.793620,444,56.075949
D02-20240522-19W.png,Data/Images_dataset/D02-20240522-19W.png,D02,1,D02-20240522-19W,D02,NO,D,133,2.916,1,2835,650,RGBA,2219773,202.722446,192.662546,157.295778,30.335169,34.894666,33.962994,184.226923,33.064276,192.247800,0.753913,332,41.898734
D02-20240529-20W.png,Data/Images_dataset/D02-20240529-20W.png,D02,1,D02-20240529-20W,D02,NO,D,140,1.121,1,2835,650,RGBA,2389978,221.987461,208.657840,175.719942,24.366297,31.757363,32.184631,202.121748,29.436097,209.113601,0.820053,500,63.164557
D02-20240619-23W.png,Data/Images_dataset/D02-20240619-23W.png,D02,1,D02-20240619-23W,D02,NO,D,161,4.682,1,2835,650,RGBA,2472063,180.324001,165.796431,123.681072,36.546141,38.808052,34.989987,156.600501,36.781393,165.844264,0.650370,117,14.683544
D02-20240626-24W.png,Data/Images_dataset/D02-20240626-24W.png,D02,1,D02-20240626-24W,D02,NO,D,168,4.213,1,2835,650,RGBA,1875778,187.055456,177.589286,156.389076,28.230622,34.227271,34.783790,173.677939,32.413894,178.071138,0.698318,206,25.949367
D02-20240710-26W.png,Data/Images_dataset/D02-20240710-26W.png,D02,1,D02-20240710-26W,D02,NO,D,182,1.271,1,2835,650,RGBA,2201619,202.341116,188.147677,135.777191,28.781590,32.230934,27.985440,175.421995,29.665988,187.384053,0.734839,289,36.455696
D02-20240724-28W.png,Data/Images_dataset/D02-20240724-28W.png,D02,1,D02-20240724-28W,D02,NO,D,196,4.431,1,2835,650,RGBA,2007884,195.999139,175.844355,125.904793,27.852870,32.120659,27.681880,165.916096,29.218470,176.523626,0.692250,194,24.430380
D02-20240807-30W.png,Data/Images_dataset/D02-20240807-30W.png,D02,1,D02-20240807-30W,D02,NO,D,210,0.415,1,2835,650,RGBA,2614134,225.910653,210.536164,181.354845,29.565778,36.248829,34.482224,205.933887,33.432277,211.697889,0.830188,513,64.810127
D02-20240902-33W.png,Data/Images_dataset/D02-20240902-33W.png,D02,1,D02-20240902-33W,D02,NO,D,231,3.146,1,2835,650,RGBA,2667508,219.276996,201.020457,161.778483,29.987786,35.988006,34.517764,194.025312,33.497852,202.068527,0.792426,440,55.569620
D02-20240918-36W.png,Data/Images_dataset/D02-20240918-36W.png,D02,1,D02-20240918-36W,D02,NO,D,252,1.455,1,2835,650,RGBA,1891678,209.938329,193.012342,137.183333,27.616909,30.457779,24.672784,180.044668,27.582491,192.579953,0.755216,336,42.405063
D03-20240110-0W.png,Data/Images_dataset/D03-20240110-0W.png,D03,1,D03-20240110-0W,D03,NO,D,0,0,1,2835,650,RGBA,2176609,236.049728,226.147573,202.055478,12.516821,13.347995,14.052214,221.417593,13.305677,226.513322,0.888288,602,76.075949
D03-20240124-2W.png,Data/Images_dataset/D03-20240124-2W.png,D03,1,D03-20240124-2W,D03,NO,D,14,0,1,2835,650,RGBA,2016557,241.192403,234.747880,225.213913,16.684536,18.500997,19.333837,233.718065,18.173123,235.429633,0.923253,671,84.810127
D03-20240207-4W.png,Data/Images_dataset/D03-20240207-4W.png,D03,1,D03-20240207-4W,D03,NO,D,28,0.008,1,2835,650,RGBA,2750852,218.618425,205.832735,185.446198,22.599700,24.354712,25.977572,203.299119,24.310661,207.079064,0.812075,483,61.012658
D03-20240221-6W.png,Data/Images_dataset/D03-20240221-6W.png,D03,1,D03-20240221-6W,D03,NO,D,42,0,1,2835,650,RGBA,1887245,240.392412,235.504416,228.055802,18.556384,20.715115,22.718593,234.650877,20.663364,236.005814,0.925513,673,85.063291
D03-20240306-8W.png,Data/Images_dataset/D03-20240306-8W.png,D03,1,D03-20240306-8W,D03,NO,D,56,0.023,1,2835,650,RGBA,2034458,249.625409,246.851372,235.968438,11.384795,13.610877,15.692829,244.148406,13.562833,246.655384,0.967276,724,91.518987
D03-20240320-10W.png,Data/Images_dataset/D03-20240320-10W.png,D03,1,D03-20240320-10W,D03,NO,D,70,0.069,1,2835,650,RGBA,2408581,239.805347,234.065939,217.099236,17.578430,19.794794,21.653967,230.323508,19.675730,234.061142,0.917887,664,83.924051
D03-20240405-12W.png,Data/Images_dataset/D03-20240405-12W.png,D03,1,D03-20240405-12W,D03,NO,D,84,0,1,2835,650,RGBA,1977641,242.201819,242.740623,233.968377,13.957127,14.049670,15.057054,239.636940,14.354617,241.992717,0.948991,701,88.607595
D03-20240417-14W.png,Data/Images_dataset/D03-20240417-14W.png,D03,1,D03-20240417-14W,D03,NO,D,98,0.051,1,2835,650,RGBA,1826187,215.733619,206.773909,181.838714,16.767664,16.971508,16.693920,201.448747,16.811031,206.878422,0.811288,482,60.886076
D03-20240508-17W.png,Data/Images_dataset/D03-20240508-17W.png,D03,1,D03-20240508-17W,D03,NO,D,119,0.09,1,2835,650,RGBA,2149217,157.279503,155.143647,132.657836,32.342162,30.060321,26.985723,148.360329,29.796069,153.974255,0.603821,66,8.227848
D03-20240522-19W.png,Data/Images_dataset/D03-20240522-19W.png,D03,1,D03-20240522-19W,D03,NO,D,133,0.041,1,2835,650,RGBA,2122926,201.103935,195.264561,162.346962,23.073434,21.031777,19.532157,186.238486,21.212456,194.129361,0.761292,361,45.569620
D03-20240529-20W.png,Data/Images_dataset/D03-20240529-20W.png,D03,1,D03-20240529-20W,D03,NO,D,140,0.029,1,2835,650,RGBA,2479343,218.586263,209.140982,179.516181,19.853888,20.160611,20.041164,202.414475,20.018554,209.010138,0.819648,498,62.911392
D03-20240619-23W.png,Data/Images_dataset/D03-20240619-23W.png,D03,1,D03-20240619-23W,D03,NO,D,161,0.071,1,2835,650,RGBA,2294210,191.287813,177.899523,135.783560,26.679384,25.649834,23.430008,168.323632,25.253075,177.705101,0.696883,203,25.569620
D03-20240626-24W.png,Data/Images_dataset/D03-20240626-24W.png,D03,1,D03-20240626-24W,D03,NO,D,168,0.082,1,2835,650,RGBA,1602748,209.349955,197.141582,171.308081,23.418227,25.419042,27.206770,192.599873,25.348013,197.871903,0.775968,398,50.253165
D03-20240710-26W.png,Data/Images_dataset/D03-20240710-26W.png,D03,1,D03-20240710-26W,D03,NO,D,182,0.084,1,2835,650,RGBA,2210418,209.350225,198.593114,147.770636,21.931604,22.178069,21.635348,185.237992,21.915007,197.210693,0.773375,392,49.493671
D03-20240724-28W.png,Data/Images_dataset/D03-20240724-28W.png,D03,1,D03-20240724-28W,D03,NO,D,196,0.08,1,2835,650,RGBA,1897977,199.196511,180.884815,131.490543,17.093012,17.268821,16.577964,170.523956,16.979932,181.211615,0.710634,227,28.607595
D03-20240807-30W.png,Data/Images_dataset/D03-20240807-30W.png,D03,1,D03-20240807-30W,D03,NO,D,210,0.018,1,2835,650,RGBA,2719604,227.539764,215.056211,186.347220,24.613225,26.547782,27.515406,209.647732,26.225471,215.637425,0.845637,542,68.481013
D03-20240902-33W.png,Data/Images_dataset/D03-20240902-33W.png,D03,1,D03-20240902-33W,D03,NO,D,231,0.039,1,2835,650,RGBA,2455038,224.957035,212.466408,176.955604,23.759450,25.063823,26.952957,204.793016,25.258744,212.558035,0.833561,523,66.075949
D03-20240918-36W.png,Data/Images_dataset/D03-20240918-36W.png,D03,1,D03-20240918-36W,D03,NO,D,252,0.044,1,2835,650,RGBA,1774525,205.547323,192.378847,138.965896,20.220310,19.268784,15.857571,178.964022,18.448889,191.322050,0.750283,325,41.012658
D04-20240110-0W.png,Data/Images_dataset/D04-20240110-0W.png,D04,1,D04-20240110-0W,D04,NO,D,0,0.082,1,2835,650,RGBA,2120197,215.723323,197.108106,162.143119,14.353249,15.881828,16.449750,191.658183,15.561609,198.541229,0.778593,403,50.886076
D04-20240124-2W.png,Data/Images_dataset/D04-20240124-2W.png,D04,1,D04-20240124-2W,D04,NO,D,14,0.003,1,2835,650,RGBA,2012043,228.432858,215.578075,201.402326,18.306674,19.717220,20.662670,215.137753,19.562188,217.287513,0.852108,557,70.379747
D04-20240207-4W.png,Data/Images_dataset/D04-20240207-4W.png,D04,1,D04-20240207-4W,D04,NO,D,28,0.535,1,2835,650,RGBA,2612033,201.009321,180.359767,151.152001,23.018709,25.006511,25.906970,177.507030,24.644063,182.641062,0.716239,246,31.012658
D04-20240221-6W.png,Data/Images_dataset/D04-20240221-6W.png,D04,1,D04-20240221-6W,D04,NO,D,42,0.815,1,2835,650,RGBA,2224735,219.067571,198.746377,179.427904,24.911276,31.357913,35.757054,199.080617,30.675415,201.671869,0.790870,435,54.936709
D04-20240306-8W.png,Data/Images_dataset/D04-20240306-8W.png,D04,1,D04-20240306-8W,D04,NO,D,56,2.353,1,2835,650,RGBA,2658834,208.950176,183.366419,152.272913,26.453669,34.866016,39.886693,181.529836,33.735459,186.560575,0.731610,278,35.063291
D04-20240320-10W.png,Data/Images_dataset/D04-20240320-10W.png,D04,3,D04-20240320-10W,D04,NO,D,70,15.047,3,2835,650,RGBA,2996952,206.662954,163.513192,114.097043,28.192333,49.547899,61.706150,161.424396,46.482127,169.118985,0.663212,135,16.962025
D04-20240405-12W.png,Data/Images_dataset/D04-20240405-12W.png,D04,3,D04-20240405-12W,D04,NO,D,84,19.675,3,2835,650,RGBA,2422561,194.813305,151.142642,116.305243,28.481601,47.783521,52.788164,154.087063,43.017762,157.911765,0.619262,82,10.253165
D04-20240417-14W.png,Data/Images_dataset/D04-20240417-14W.png,D04,4,D04-20240417-14W,D04,NO,D,98,35.886,4,2835,650,RGBA,2362868,151.409937,118.251418,81.378953,31.898731,43.462755,43.914507,117.013436,39.758664,122.638727,0.480936,9,1.012658
D04-20240508-17W.png,Data/Images_dataset/D04-20240508-17W.png,D04,4,D04-20240508-17W,D04,NO,D,119,29.643,4,2835,650,RGBA,2329173,137.786701,109.201328,78.091649,56.709386,49.556607,37.491050,108.359893,47.919014,113.032459,0.443265,5,0.506329
D04-20240522-19W.png,Data/Images_dataset/D04-20240522-19W.png,D04,4,D04-20240522-19W,D04,NO,D,133,40.627,4,2835,650,RGBA,2455601,143.541655,107.906032,65.996403,27.715004,37.596353,37.037245,105.814697,34.116201,112.456290,0.441005,4,0.379747
D04-20240529-20W.png,Data/Images_dataset/D04-20240529-20W.png,D04,3,D04-20240529-20W,D04,NO,D,140,17.02,3,2835,650,RGBA,2734482,182.582047,140.009702,102.983532,29.052469,40.197096,38.413748,141.858427,35.887771,146.387293,0.574068,44,5.443038
D04-20240619-23W.png,Data/Images_dataset/D04-20240619-23W.png,D04,4,D04-20240619-23W,D04,NO,D,161,52.911,4,2835,650,RGBA,2747312,134.783093,95.489168,52.429770,31.807599,38.021384,31.432032,94.234010,33.753672,100.734168,0.395036,2,0.126582
D04-20240626-24W.png,Data/Images_dataset/D04-20240626-24W.png,D04,4,D04-20240626-24W,D04,NO,D,168,53.412,4,2835,650,RGBA,2175845,130.839683,91.975166,61.814675,28.405715,35.380287,30.601516,94.876508,31.462506,98.060175,0.384550,1,0.000000
D04-20240710-26W.png,Data/Images_dataset/D04-20240710-26W.png,D04,4,D04-20240710-26W,D04,NO,D,182,34.058,4,2835,650,RGBA,2449455,146.397309,110.647488,65.890621,28.398236,33.812454,24.804195,107.645139,29.004962,115.016454,0.451045,7,0.759494
D04-20240724-28W.png,Data/Images_dataset/D04-20240724-28W.png,D04,4,D04-20240724-28W,D04,NO,D,196,47.365,4,2835,650,RGBA,2234651,146.087745,105.985634,66.241085,33.399061,40.519615,32.621951,106.104821,35.513542,111.641786,0.437811,3,0.253165
D04-20240807-30W.png,Data/Images_dataset/D04-20240807-30W.png,D04,3,D04-20240807-30W,D04,NO,D,210,16.467,3,2835,650,RGBA,2613663,184.251791,133.878575,106.052151,37.932301,45.848690,34.277843,141.394172,39.352945,142.578853,0.559133,33,4.050633
D04-20240902-33W.png,Data/Images_dataset/D04-20240902-33W.png,D04,4,D04-20240902-33W,D04,NO,D,231,35.013,4,2835,650,RGBA,2554224,184.399536,128.803526,83.997360,38.416220,48.478315,35.537539,132.400141,40.810691,137.388233,0.538777,25,3.037975
D04-20240918-36W.png,Data/Images_dataset/D04-20240918-36W.png,D04,4,D04-20240918-36W,D04,NO,D,252,31.395,4,2835,650,RGBA,2360194,163.352147,122.726200,75.746737,37.767846,42.767588,29.233072,120.608361,36.589502,127.971359,0.501848,15,1.772152
D05-20240110-0W.png,Data/Images_dataset/D05-20240110-0W.png,D05,1,D05-20240110-0W,D05,NO,D,0,0,1,2835,650,RGBA,2181832,241.095357,231.680021,212.682342,12.095186,13.177377,14.066572,228.485907,13.113045,232.310089,0.911020,643,81.265823
D05-20240124-2W.png,Data/Images_dataset/D05-20240124-2W.png,D05,1,D05-20240124-2W,D05,NO,D,14,0,1,2835,650,RGBA,1750167,245.674584,242.155577,237.663937,15.925143,18.096788,19.769029,241.831366,17.930320,242.579422,0.951292,704,88.987342
D05-20240207-4W.png,Data/Images_dataset/D05-20240207-4W.png,D05,1,D05-20240207-4W,D05,NO,D,28,0.108,1,2835,650,RGBA,2611325,236.046312,226.663462,211.738419,18.884895,21.889590,25.109723,224.816064,21.961403,227.580668,0.892473,611,77.215190
D05-20240221-6W.png,Data/Images_dataset/D05-20240221-6W.png,D05,1,D05-20240221-6W,D05,NO,D,42,0.057,1,2835,650,RGBA,1586056,246.724659,241.983928,235.236818,15.547246,21.687107,28.681027,241.315135,21.971793,242.504666,0.950999,703,88.860759
D05-20240306-8W.png,Data/Images_dataset/D05-20240306-8W.png,D05,2,D05-20240306-8W,D05,NO,D,56,5.28,2,2835,650,RGBA,2004491,244.264487,223.301985,198.467862,19.352762,50.346755,68.479667,222.011445,46.059728,225.965589,0.886140,597,75.443038
D05-20240320-10W.png,Data/Images_dataset/D05-20240320-10W.png,D05,2,D05-20240320-10W,D05,NO,D,70,10.883,2,2835,650,RGBA,2736343,229.856343,204.723241,173.190459,32.889982,59.279823,72.622654,202.590014,54.930819,207.789871,0.814862,486,61.392405
D05-20240405-12W.png,Data/Images_dataset/D05-20240405-12W.png,D05,2,D05-20240405-12W,D05,NO,D,84,10.806,2,2835,650,RGBA,2533388,227.567711,206.017057,185.054012,30.619721,57.955681,68.705692,206.212927,52.427031,209.085194,0.819942,499,63.037975
D05-20240417-14W.png,Data/Images_dataset/D05-20240417-14W.png,D05,2,D05-20240417-14W,D05,NO,D,98,14.166,2,2835,650,RGBA,2331261,207.611933,181.460901,144.572772,40.161198,54.844977,56.615412,177.881869,50.540529,184.357287,0.722970,259,32.658228
D05-20240508-17W.png,Data/Images_dataset/D05-20240508-17W.png,D05,2,D05-20240508-17W,D05,NO,D,119,12.551,2,2835,650,RGBA,2454449,188.501736,171.709248,145.088593,57.853522,64.310293,66.525574,168.433192,62.896463,173.357319,0.679833,168,21.139241
D05-20240522-19W.png,Data/Images_dataset/D05-20240522-19W.png,D05,2,D05-20240522-19W,D05,NO,D,133,13.28,2,2835,650,RGBA,2339529,209.817537,183.337516,141.318772,38.227920,57.396389,62.508913,178.157942,52.711074,185.933415,0.729151,272,34.303797
D05-20240529-20W.png,Data/Images_dataset/D05-20240529-20W.png,D05,2,D05-20240529-20W,D05,NO,D,140,9.236,2,2835,650,RGBA,2685593,206.206506,180.137807,144.342849,33.679351,48.536677,49.797849,176.895721,44.004626,183.095617,0.718022,250,31.518987
D05-20240619-23W.png,Data/Images_dataset/D05-20240619-23W.png,D05,3,D05-20240619-23W,D05,NO,D,161,20.139,3,2835,650,RGBA,2829885,177.766755,149.436490,103.901753,41.199434,51.682968,48.426822,143.701666,47.103075,152.171896,0.596753,59,7.341772
D05-20240626-24W.png,Data/Images_dataset/D05-20240626-24W.png,D05,3,D05-20240626-24W,D05,NO,D,168,15.98,3,2835,650,RGBA,2242380,201.935063,166.757177,135.265206,39.426920,53.681183,56.155596,167.985816,49.754566,171.962275,0.674362,153,19.240506
D05-20240710-26W.png,Data/Images_dataset/D05-20240710-26W.png,D05,2,D05-20240710-26W,D05,NO,D,182,13.515,2,2835,650,RGBA,2558192,192.426631,159.986305,100.275693,37.763524,46.425030,41.051357,150.896210,41.746637,162.572012,0.637537,101,12.658228
D05-20240724-28W.png,Data/Images_dataset/D05-20240724-28W.png,D05,3,D05-20240724-28W,D05,NO,D,196,19.174,3,2835,650,RGBA,2367806,195.258079,151.042332,93.646377,40.832539,50.310783,43.164468,146.648929,44.769263,156.298612,0.612936,78,9.746835
D05-20240807-30W.png,Data/Images_dataset/D05-20240807-30W.png,D05,2,D05-20240807-30W,D05,NO,D,210,11.857,2,2835,650,RGBA,3116984,224.232563,179.538695,119.043296,39.875457,55.619888,47.298083,174.271518,47.597810,184.672844,0.724207,261,32.911392
D05-20240902-33W.png,Data/Images_dataset/D05-20240902-33W.png,D05,3,D05-20240902-33W,D05,NO,D,231,16.881,3,2835,650,RGBA,3085173,215.340797,168.647152,103.972905,43.177081,58.322260,52.472006,162.653618,51.323782,173.904741,0.681979,176,22.151899
D05-20240918-36W.png,Data/Images_dataset/D05-20240918-36W.png,D05,2,D05-20240918-36W,D05,NO,D,252,10.999,2,2835,650,RGBA,2632678,205.108834,163.940251,99.427538,36.758657,45.619072,36.453138,156.158874,39.610289,168.034874,0.658960,126,15.822785
D06-20240110-0W.png,Data/Images_dataset/D06-20240110-0W.png,D06,1,D06-20240110-0W,D06,NO,D,0,0.004,1,2835,650,RGBA,2478060,227.932239,215.517064,188.996661,21.997346,23.664492,24.133931,210.815321,23.265256,216.241757,0.848007,547,69.113924
D06-20240124-2W.png,Data/Images_dataset/D06-20240124-2W.png,D06,1,D06-20240124-2W,D06,NO,D,14,0,1,2835,650,RGBA,2124607,234.088154,227.232670,217.768766,23.345641,25.946263,27.665082,226.363196,25.652329,228.006852,0.894145,617,77.974684
D06-20240207-4W.png,Data/Images_dataset/D06-20240207-4W.png,D06,1,D06-20240207-4W,D06,NO,D,28,0.308,1,2835,650,RGBA,2680100,207.973201,193.615908,171.667805,27.734053,30.242283,32.530232,191.085638,30.168856,195.083616,0.765034,368,46.455696
D06-20240221-6W.png,Data/Images_dataset/D06-20240221-6W.png,D06,1,D06-20240221-6W,D06,NO,D,42,0.182,1,2835,650,RGBA,2181483,227.175128,214.437108,196.416921,26.601702,31.474981,36.551981,212.676386,31.542888,215.844154,0.846448,545,68.860759
D06-20240306-8W.png,Data/Images_dataset/D06-20240306-8W.png,D06,1,D06-20240306-8W,D06,NO,D,56,1.602,1,2835,650,RGBA,2306588,235.604424,224.962333,203.259900,23.667430,34.938365,42.943708,221.275552,33.849835,225.657926,0.884933,594,75.063291
D06-20240320-10W.png,Data/Images_dataset/D06-20240320-10W.png,D06,1,D06-20240320-10W,D06,NO,D,70,2.993,1,2835,650,RGBA,2674488,221.674403,206.504325,178.737015,29.266577,39.494792,46.285917,202.305248,38.349095,207.724684,0.814607,485,61.265823
D06-20240405-12W.png,Data/Images_dataset/D06-20240405-12W.png,D06,1,D06-20240405-12W,D06,NO,D,84,3.156,1,2835,650,RGBA,2348972,209.299658,199.224052,178.639411,30.736899,38.921127,44.123474,195.721040,37.927166,199.879915,0.783843,417,52.658228
D06-20240417-14W.png,Data/Images_dataset/D06-20240417-14W.png,D06,2,D06-20240417-14W,D06,NO,D,98,5.402,2,2835,650,RGBA,2546617,184.421817,168.881931,134.432966,35.516429,41.052354,42.401304,162.578905,39.656696,169.698495,0.665484,139,17.468354
D06-20240508-17W.png,Data/Images_dataset/D06-20240508-17W.png,D06,1,D06-20240508-17W,D06,NO,D,119,4.748,1,2835,650,RGBA,2791919,186.470602,171.759799,137.880077,46.143076,46.442217,42.397852,165.370159,44.994382,172.441200,0.676240,159,20.000000
