old_path,new_path_or_deleted,action,reason
report_v2/qa/review_thesis_v2-08.png,archive/agent_working_notes/report_v2/qa/review_thesis_v2-08.png,ARCHIVE,Historical evidence/review records; preserve bytes and original script/report lookup paths.
report_v2/qa/review_thesis_v2-34.png,archive/agent_working_notes/report_v2/qa/review_thesis_v2-34.png,ARCHIVE,Historical evidence/review records; preserve bytes and original script/report lookup paths.
report_v2/qa/review_thesis_v2-20.png,archive/agent_working_notes/report_v2/qa/review_thesis_v2-20.png,ARCHIVE,Historical evidence/review records; preserve bytes and original script/report lookup paths.
report_v2/qa/numeric_claim_inventory.csv,archive/agent_working_notes/report_v2/qa/numeric_claim_inventory.csv,ARCHIVE,Historical evidence/review records; preserve bytes and original script/report lookup paths.
report_v2/qa/report_v2_article_build.txt,archive/agent_working_notes/report_v2/qa/report_v2_article_build.txt,ARCHIVE,Historical evidence/review records; preserve bytes and original script/report lookup paths.
report_v2/qa/review_thesis_v2_contact_5.png,archive/agent_working_notes/report_v2/qa/review_thesis_v2_contact_5.png,ARCHIVE,Historical evidence/review records; preserve bytes and original script/report lookup paths.
report_v2/qa/review_thesis_v2_contact_4.png,archive/agent_working_notes/report_v2/qa/review_thesis_v2_contact_4.png,ARCHIVE,Historical evidence/review records; preserve bytes and original script/report lookup paths.
report_v2/qa/review_thesis_v1_contact_1.png,archive/agent_working_notes/report_v2/qa/review_thesis_v1_contact_1.png,ARCHIVE,Historical evidence/review records; preserve bytes and original script/report lookup paths.
report_v2/qa/report_v2_article_latex_log.txt,archive/agent_working_notes/report_v2/qa/report_v2_article_latex_log.txt,ARCHIVE,Historical evidence/review records; preserve bytes and original script/report lookup paths.
report_v2/qa/review_thesis_v2-21.png,archive/agent_working_notes/report_v2/qa/review_thesis_v2-21.png,ARCHIVE,Historical evidence/review records; preserve bytes and original script/report lookup paths.
report_v2/qa/review_thesis_v2-35.png,archive/agent_working_notes/report_v2/qa/review_thesis_v2-35.png,ARCHIVE,Historical evidence/review records; preserve bytes and original script/report lookup paths.
report_v2/qa/review_thesis_v2-09.png,archive/agent_working_notes/report_v2/qa/review_thesis_v2-09.png,ARCHIVE,Historical evidence/review records; preserve bytes and original script/report lookup paths.
report_v2/qa/article_v2_text.txt,archive/agent_working_notes/report_v2/qa/article_v2_text.txt,ARCHIVE,Historical evidence/review records; preserve bytes and original script/report lookup paths.
report_v2/qa/review_article_v1_contact_1.png,archive/agent_working_notes/report_v2/qa/review_article_v1_contact_1.png,ARCHIVE,Historical evidence/review records; preserve bytes and original script/report lookup paths.
report_v2/qa/review_thesis_v1-03.png,archive/agent_working_notes/report_v2/qa/review_thesis_v1-03.png,ARCHIVE,Historical evidence/review records; preserve bytes and original script/report lookup paths.
report_v2/qa/review_thesis_v1-17.png,archive/agent_working_notes/report_v2/qa/review_thesis_v1-17.png,ARCHIVE,Historical evidence/review records; preserve bytes and original script/report lookup paths.
report_v2/qa/build_results.json,archive/agent_working_notes/report_v2/qa/build_results.json,ARCHIVE,Historical evidence/review records; preserve bytes and original script/report lookup paths.
report_v2/qa/review_thesis_v1-16.png,archive/agent_working_notes/report_v2/qa/review_thesis_v1-16.png,ARCHIVE,Historical evidence/review records; preserve bytes and original script/report lookup paths.
report_v2/qa/review_thesis_v1-02.png,archive/agent_working_notes/report_v2/qa/review_thesis_v1-02.png,ARCHIVE,Historical evidence/review records; preserve bytes and original script/report lookup paths.
report_v2/qa/review_thesis_v1-28.png,archive/agent_working_notes/report_v2/qa/review_thesis_v1-28.png,ARCHIVE,Historical evidence/review records; preserve bytes and original script/report lookup paths.
report_v2/qa/thesis_v2_build.txt,archive/agent_working_notes/report_v2/qa/thesis_v2_build.txt,ARCHIVE,Historical evidence/review records; preserve bytes and original script/report lookup paths.
report_v2/qa/review_thesis_v1-14.png,archive/agent_working_notes/report_v2/qa/review_thesis_v1-14.png,ARCHIVE,Historical evidence/review records; preserve bytes and original script/report lookup paths.
report_v2/qa/review_thesis_v1-01.png,archive/agent_working_notes/report_v2/qa/review_thesis_v1-01.png,ARCHIVE,Historical evidence/review records; preserve bytes and original script/report lookup paths.
report_v2/qa/review_thesis_v1-15.png,archive/agent_working_notes/report_v2/qa/review_thesis_v1-15.png,ARCHIVE,Historical evidence/review records; preserve bytes and original script/report lookup paths.
report_v2/qa/review_thesis_v1-29.png,archive/agent_working_notes/report_v2/qa/review_thesis_v1-29.png,ARCHIVE,Historical evidence/review records; preserve bytes and original script/report lookup paths.
report_v2/qa/thesis_v2_latex_log.txt,archive/agent_working_notes/report_v2/qa/thesis_v2_latex_log.txt,ARCHIVE,Historical evidence/review records; preserve bytes and original script/report lookup paths.
report_v2/qa/review_thesis_v1-11.png,archive/agent_working_notes/report_v2/qa/review_thesis_v1-11.png,ARCHIVE,Historical evidence/review records; preserve bytes and original script/report lookup paths.
report_v2/qa/review_thesis_v1-05.png,archive/agent_working_notes/report_v2/qa/review_thesis_v1-05.png,ARCHIVE,Historical evidence/review records; preserve bytes and original script/report lookup paths.
report_v2/qa/review_thesis_v1-39.png,archive/agent_working_notes/report_v2/qa/review_thesis_v1-39.png,ARCHIVE,Historical evidence/review records; preserve bytes and original script/report lookup paths.
report_v2/qa/anchor_visual_comparison.json,archive/agent_working_notes/report_v2/qa/anchor_visual_comparison.json,ARCHIVE,Historical evidence/review records; preserve bytes and original script/report lookup paths.
report_v2/qa/review_thesis_v1-38.png,archive/agent_working_notes/report_v2/qa/review_thesis_v1-38.png,ARCHIVE,Historical evidence/review records; preserve bytes and original script/report lookup paths.
report_v2/qa/review_thesis_v1-04.png,archive/agent_working_notes/report_v2/qa/review_thesis_v1-04.png,ARCHIVE,Historical evidence/review records; preserve bytes and original script/report lookup paths.
report_v2/qa/review_thesis_v1-10.png,archive/agent_working_notes/report_v2/qa/review_thesis_v1-10.png,ARCHIVE,Historical evidence/review records; preserve bytes and original script/report lookup paths.
report_v2/qa/review_article_v2_contact_1.png,archive/agent_working_notes/report_v2/qa/review_article_v2_contact_1.png,ARCHIVE,Historical evidence/review records; preserve bytes and original script/report lookup paths.
report_v2/qa/review_thesis_v1-06.png,archive/agent_working_notes/report_v2/qa/review_thesis_v1-06.png,ARCHIVE,Historical evidence/review records; preserve bytes and original script/report lookup paths.
report_v2/qa/review_thesis_v1-12.png,archive/agent_working_notes/report_v2/qa/review_thesis_v1-12.png,ARCHIVE,Historical evidence/review records; preserve bytes and original script/report lookup paths.
report_v2/qa/review_thesis_v1-13.png,archive/agent_working_notes/report_v2/qa/review_thesis_v1-13.png,ARCHIVE,Historical evidence/review records; preserve bytes and original script/report lookup paths.
report_v2/qa/review_thesis_v1-07.png,archive/agent_working_notes/report_v2/qa/review_thesis_v1-07.png,ARCHIVE,Historical evidence/review records; preserve bytes and original script/report lookup paths.
report_v2/qa/review_thesis_v1-22.png,archive/agent_working_notes/report_v2/qa/review_thesis_v1-22.png,ARCHIVE,Historical evidence/review records; preserve bytes and original script/report lookup paths.
report_v2/qa/review_thesis_v1-36.png,archive/agent_working_notes/report_v2/qa/review_thesis_v1-36.png,ARCHIVE,Historical evidence/review records; preserve bytes and original script/report lookup paths.
report_v2/qa/V1_VERIFICATION.md,archive/agent_working_notes/report_v2/qa/V1_VERIFICATION.md,ARCHIVE,Historical evidence/review records; preserve bytes and original script/report lookup paths.
report_v2/qa/rendered_documents.json,archive/agent_working_notes/report_v2/qa/rendered_documents.json,ARCHIVE,Historical evidence/review records; preserve bytes and original script/report lookup paths.
report_v2/qa/review_thesis_v1-37.png,archive/agent_working_notes/report_v2/qa/review_thesis_v1-37.png,ARCHIVE,Historical evidence/review records; preserve bytes and original script/report lookup paths.
report_v2/qa/review_thesis_v1-23.png,archive/agent_working_notes/report_v2/qa/review_thesis_v1-23.png,ARCHIVE,Historical evidence/review records; preserve bytes and original script/report lookup paths.
report_v2/qa/review_thesis_v1-09.png,archive/agent_working_notes/report_v2/qa/review_thesis_v1-09.png,ARCHIVE,Historical evidence/review records; preserve bytes and original script/report lookup paths.
report_v2/qa/review_thesis_v1-35.png,archive/agent_working_notes/report_v2/qa/review_thesis_v1-35.png,ARCHIVE,Historical evidence/review records; preserve bytes and original script/report lookup paths.
report_v2/qa/review_thesis_v1-21.png,archive/agent_working_notes/report_v2/qa/review_thesis_v1-21.png,ARCHIVE,Historical evidence/review records; preserve bytes and original script/report lookup paths.
report_v2/qa/review_article_v1-4.png,archive/agent_working_notes/report_v2/qa/review_article_v1-4.png,ARCHIVE,Historical evidence/review records; preserve bytes and original script/report lookup paths.
report_v2/qa/review_article_v1-5.png,archive/agent_working_notes/report_v2/qa/review_article_v1-5.png,ARCHIVE,Historical evidence/review records; preserve bytes and original script/report lookup paths.
report_v2/qa/review_thesis_v1-20.png,archive/agent_working_notes/report_v2/qa/review_thesis_v1-20.png,ARCHIVE,Historical evidence/review records; preserve bytes and original script/report lookup paths.
report_v2/qa/review_thesis_v1-34.png,archive/agent_working_notes/report_v2/qa/review_thesis_v1-34.png,ARCHIVE,Historical evidence/review records; preserve bytes and original script/report lookup paths.
report_v2/qa/review_thesis_v1-08.png,archive/agent_working_notes/report_v2/qa/review_thesis_v1-08.png,ARCHIVE,Historical evidence/review records; preserve bytes and original script/report lookup paths.
report_v2/qa/thesis_v1_text.txt,archive/agent_working_notes/report_v2/qa/thesis_v1_text.txt,ARCHIVE,Historical evidence/review records; preserve bytes and original script/report lookup paths.
report_v2/qa/review_thesis_v1-30.png,archive/agent_working_notes/report_v2/qa/review_thesis_v1-30.png,ARCHIVE,Historical evidence/review records; preserve bytes and original script/report lookup paths.
report_v2/qa/review_thesis_v1-24.png,archive/agent_working_notes/report_v2/qa/review_thesis_v1-24.png,ARCHIVE,Historical evidence/review records; preserve bytes and original script/report lookup paths.
report_v2/qa/review_thesis_v1-18.png,archive/agent_working_notes/report_v2/qa/review_thesis_v1-18.png,ARCHIVE,Historical evidence/review records; preserve bytes and original script/report lookup paths.
report_v2/qa/review_article_v1-1.png,archive/agent_working_notes/report_v2/qa/review_article_v1-1.png,ARCHIVE,Historical evidence/review records; preserve bytes and original script/report lookup paths.
report_v2/qa/review_thesis_v1-19.png,archive/agent_working_notes/report_v2/qa/review_thesis_v1-19.png,ARCHIVE,Historical evidence/review records; preserve bytes and original script/report lookup paths.
report_v2/qa/review_thesis_v1-25.png,archive/agent_working_notes/report_v2/qa/review_thesis_v1-25.png,ARCHIVE,Historical evidence/review records; preserve bytes and original script/report lookup paths.
report_v2/qa/review_thesis_v1-31.png,archive/agent_working_notes/report_v2/qa/review_thesis_v1-31.png,ARCHIVE,Historical evidence/review records; preserve bytes and original script/report lookup paths.
report_v2/qa/review_thesis_v1-27.png,archive/agent_working_notes/report_v2/qa/review_thesis_v1-27.png,ARCHIVE,Historical evidence/review records; preserve bytes and original script/report lookup paths.
report_v2/qa/review_thesis_v1-33.png,archive/agent_working_notes/report_v2/qa/review_thesis_v1-33.png,ARCHIVE,Historical evidence/review records; preserve bytes and original script/report lookup paths.
report_v2/qa/review_article_v1-2.png,archive/agent_working_notes/report_v2/qa/review_article_v1-2.png,ARCHIVE,Historical evidence/review records; preserve bytes and original script/report lookup paths.
report_v2/qa/review_article_v1-3.png,archive/agent_working_notes/report_v2/qa/review_article_v1-3.png,ARCHIVE,Historical evidence/review records; preserve bytes and original script/report lookup paths.
report_v2/qa/review_thesis_v1-32.png,archive/agent_working_notes/report_v2/qa/review_thesis_v1-32.png,ARCHIVE,Historical evidence/review records; preserve bytes and original script/report lookup paths.
report_v2/qa/review_thesis_v1-26.png,archive/agent_working_notes/report_v2/qa/review_thesis_v1-26.png,ARCHIVE,Historical evidence/review records; preserve bytes and original script/report lookup paths.
report_v2/qa/review_thesis_v2-10.png,archive/agent_working_notes/report_v2/qa/review_thesis_v2-10.png,ARCHIVE,Historical evidence/review records; preserve bytes and original script/report lookup paths.
report_v2/qa/review_thesis_v2-04.png,archive/agent_working_notes/report_v2/qa/review_thesis_v2-04.png,ARCHIVE,Historical evidence/review records; preserve bytes and original script/report lookup paths.
report_v2/qa/review_thesis_v1-41.png,archive/agent_working_notes/report_v2/qa/review_thesis_v1-41.png,ARCHIVE,Historical evidence/review records; preserve bytes and original script/report lookup paths.
report_v2/qa/review_thesis_v1-40.png,archive/agent_working_notes/report_v2/qa/review_thesis_v1-40.png,ARCHIVE,Historical evidence/review records; preserve bytes and original script/report lookup paths.
report_v2/qa/review_thesis_v2-05.png,archive/agent_working_notes/report_v2/qa/review_thesis_v2-05.png,ARCHIVE,Historical evidence/review records; preserve bytes and original script/report lookup paths.
report_v2/qa/review_thesis_v2-11.png,archive/agent_working_notes/report_v2/qa/review_thesis_v2-11.png,ARCHIVE,Historical evidence/review records; preserve bytes and original script/report lookup paths.
report_v2/qa/review_thesis_v2-07.png,archive/agent_working_notes/report_v2/qa/review_thesis_v2-07.png,ARCHIVE,Historical evidence/review records; preserve bytes and original script/report lookup paths.
report_v2/qa/review_thesis_v2-13.png,archive/agent_working_notes/report_v2/qa/review_thesis_v2-13.png,ARCHIVE,Historical evidence/review records; preserve bytes and original script/report lookup paths.
report_v2/qa/article_v2_build.txt,archive/agent_working_notes/report_v2/qa/article_v2_build.txt,ARCHIVE,Historical evidence/review records; preserve bytes and original script/report lookup paths.
report_v2/qa/review_article_v2-5.png,archive/agent_working_notes/report_v2/qa/review_article_v2-5.png,ARCHIVE,Historical evidence/review records; preserve bytes and original script/report lookup paths.
report_v2/qa/review_thesis_v1-42.png,archive/agent_working_notes/report_v2/qa/review_thesis_v1-42.png,ARCHIVE,Historical evidence/review records; preserve bytes and original script/report lookup paths.
report_v2/qa/review_thesis_v1-43.png,archive/agent_working_notes/report_v2/qa/review_thesis_v1-43.png,ARCHIVE,Historical evidence/review records; preserve bytes and original script/report lookup paths.
report_v2/qa/numeric_lint_exceptions.json,archive/agent_working_notes/report_v2/qa/numeric_lint_exceptions.json,ARCHIVE,Historical evidence/review records; preserve bytes and original script/report lookup paths.
report_v2/qa/review_article_v2-4.png,archive/agent_working_notes/report_v2/qa/review_article_v2-4.png,ARCHIVE,Historical evidence/review records; preserve bytes and original script/report lookup paths.
report_v2/qa/review_thesis_v2-12.png,archive/agent_working_notes/report_v2/qa/review_thesis_v2-12.png,ARCHIVE,Historical evidence/review records; preserve bytes and original script/report lookup paths.
report_v2/qa/review_thesis_v2-06.png,archive/agent_working_notes/report_v2/qa/review_thesis_v2-06.png,ARCHIVE,Historical evidence/review records; preserve bytes and original script/report lookup paths.
report_v2/qa/review_thesis_v2-02.png,archive/agent_working_notes/report_v2/qa/review_thesis_v2-02.png,ARCHIVE,Historical evidence/review records; preserve bytes and original script/report lookup paths.
report_v2/qa/final_validation.json,archive/agent_working_notes/report_v2/qa/final_validation.json,ARCHIVE,Historical evidence/review records; preserve bytes and original script/report lookup paths.
report_v2/qa/review_thesis_v2-16.png,archive/agent_working_notes/report_v2/qa/review_thesis_v2-16.png,ARCHIVE,Historical evidence/review records; preserve bytes and original script/report lookup paths.
report_v2/qa/review_article_v2-1.png,archive/agent_working_notes/report_v2/qa/review_article_v2-1.png,ARCHIVE,Historical evidence/review records; preserve bytes and original script/report lookup paths.
report_v2/qa/review_thesis_v2-17.png,archive/agent_working_notes/report_v2/qa/review_thesis_v2-17.png,ARCHIVE,Historical evidence/review records; preserve bytes and original script/report lookup paths.
report_v2/qa/review_thesis_v2-03.png,archive/agent_working_notes/report_v2/qa/review_thesis_v2-03.png,ARCHIVE,Historical evidence/review records; preserve bytes and original script/report lookup paths.
report_v2/qa/review_thesis_v2-29.png,archive/agent_working_notes/report_v2/qa/review_thesis_v2-29.png,ARCHIVE,Historical evidence/review records; preserve bytes and original script/report lookup paths.
report_v2/qa/review_thesis_v2-15.png,archive/agent_working_notes/report_v2/qa/review_thesis_v2-15.png,ARCHIVE,Historical evidence/review records; preserve bytes and original script/report lookup paths.
report_v2/qa/review_thesis_v2-01.png,archive/agent_working_notes/report_v2/qa/review_thesis_v2-01.png,ARCHIVE,Historical evidence/review records; preserve bytes and original script/report lookup paths.
report_v2/qa/article_v1_text.txt,archive/agent_working_notes/report_v2/qa/article_v1_text.txt,ARCHIVE,Historical evidence/review records; preserve bytes and original script/report lookup paths.
report_v2/qa/review_article_v2-3.png,archive/agent_working_notes/report_v2/qa/review_article_v2-3.png,ARCHIVE,Historical evidence/review records; preserve bytes and original script/report lookup paths.
report_v2/qa/review_thesis_v1-44.png,archive/agent_working_notes/report_v2/qa/review_thesis_v1-44.png,ARCHIVE,Historical evidence/review records; preserve bytes and original script/report lookup paths.
report_v2/qa/report_v2_thesis_build.txt,archive/agent_working_notes/report_v2/qa/report_v2_thesis_build.txt,ARCHIVE,Historical evidence/review records; preserve bytes and original script/report lookup paths.
report_v2/qa/review_article_v2-2.png,archive/agent_working_notes/report_v2/qa/review_article_v2-2.png,ARCHIVE,Historical evidence/review records; preserve bytes and original script/report lookup paths.
report_v2/qa/review_thesis_v2-14.png,archive/agent_working_notes/report_v2/qa/review_thesis_v2-14.png,ARCHIVE,Historical evidence/review records; preserve bytes and original script/report lookup paths.
report_v2/qa/review_thesis_v2-28.png,archive/agent_working_notes/report_v2/qa/review_thesis_v2-28.png,ARCHIVE,Historical evidence/review records; preserve bytes and original script/report lookup paths.
report_v2/qa/v3/M4-06-3.png,archive/agent_working_notes/report_v2/qa/v3/M4-06-3.png,ARCHIVE,Historical evidence/review records; preserve bytes and original script/report lookup paths.
report_v2/qa/v3/thesis_final_log.txt,archive/agent_working_notes/report_v2/qa/v3/thesis_final_log.txt,ARCHIVE,Historical evidence/review records; preserve bytes and original script/report lookup paths.
report_v2/qa/v3/M3-11_replay.png,archive/agent_working_notes/report_v2/qa/v3/M3-11_replay.png,ARCHIVE,Historical evidence/review records; preserve bytes and original script/report lookup paths.
report_v2/qa/v3/M3-01-1.png,archive/agent_working_notes/report_v2/qa/v3/M3-01-1.png,ARCHIVE,Historical evidence/review records; preserve bytes and original script/report lookup paths.
report_v2/qa/v3/M4-06-2.png,archive/agent_working_notes/report_v2/qa/v3/M4-06-2.png,ARCHIVE,Historical evidence/review records; preserve bytes and original script/report lookup paths.
report_v2/qa/v3/M3-01-3.png,archive/agent_working_notes/report_v2/qa/v3/M3-01-3.png,ARCHIVE,Historical evidence/review records; preserve bytes and original script/report lookup paths.
report_v2/qa/v3/R-04_replay.png,archive/agent_working_notes/report_v2/qa/v3/R-04_replay.png,ARCHIVE,Historical evidence/review records; preserve bytes and original script/report lookup paths.
report_v2/qa/v3/M4-05_replay.png,archive/agent_working_notes/report_v2/qa/v3/M4-05_replay.png,ARCHIVE,Historical evidence/review records; preserve bytes and original script/report lookup paths.
report_v2/qa/v3/M3-01-2.png,archive/agent_working_notes/report_v2/qa/v3/M3-01-2.png,ARCHIVE,Historical evidence/review records; preserve bytes and original script/report lookup paths.
report_v2/qa/v3/M4-06-1.png,archive/agent_working_notes/report_v2/qa/v3/M4-06-1.png,ARCHIVE,Historical evidence/review records; preserve bytes and original script/report lookup paths.
report_v2/qa/v3/M3-05_replay.png,archive/agent_working_notes/report_v2/qa/v3/M3-05_replay.png,ARCHIVE,Historical evidence/review records; preserve bytes and original script/report lookup paths.
report_v2/qa/v3/M4-06-5.png,archive/agent_working_notes/report_v2/qa/v3/M4-06-5.png,ARCHIVE,Historical evidence/review records; preserve bytes and original script/report lookup paths.
report_v2/qa/v3/M3-01-6.png,archive/agent_working_notes/report_v2/qa/v3/M3-01-6.png,ARCHIVE,Historical evidence/review records; preserve bytes and original script/report lookup paths.
report_v2/qa/v3/M3-01-7.png,archive/agent_working_notes/report_v2/qa/v3/M3-01-7.png,ARCHIVE,Historical evidence/review records; preserve bytes and original script/report lookup paths.
report_v2/qa/v3/R-01_replay.png,archive/agent_working_notes/report_v2/qa/v3/R-01_replay.png,ARCHIVE,Historical evidence/review records; preserve bytes and original script/report lookup paths.
report_v2/qa/v3/M4-06-4.png,archive/agent_working_notes/report_v2/qa/v3/M4-06-4.png,ARCHIVE,Historical evidence/review records; preserve bytes and original script/report lookup paths.
report_v2/qa/v3/M3-01-5.png,archive/agent_working_notes/report_v2/qa/v3/M3-01-5.png,ARCHIVE,Historical evidence/review records; preserve bytes and original script/report lookup paths.
report_v2/qa/v3/numeric_claim_inventory.csv,archive/agent_working_notes/report_v2/qa/v3/numeric_claim_inventory.csv,ARCHIVE,Historical evidence/review records; preserve bytes and original script/report lookup paths.
report_v2/qa/v3/M3-08_replay.png,archive/agent_working_notes/report_v2/qa/v3/M3-08_replay.png,ARCHIVE,Historical evidence/review records; preserve bytes and original script/report lookup paths.
report_v2/qa/v3/M3-01-4.png,archive/agent_working_notes/report_v2/qa/v3/M3-01-4.png,ARCHIVE,Historical evidence/review records; preserve bytes and original script/report lookup paths.
report_v2/qa/v3/thesis_build.txt,archive/agent_working_notes/report_v2/qa/v3/thesis_build.txt,ARCHIVE,Historical evidence/review records; preserve bytes and original script/report lookup paths.
report_v2/qa/v3/M3-01_text.txt,archive/agent_working_notes/report_v2/qa/v3/M3-01_text.txt,ARCHIVE,Historical evidence/review records; preserve bytes and original script/report lookup paths.
