target,n_selected_features,selection_candidate,feature_set_name,source_family,candidate_feature,set_description,feature_name,action,reason,reference_feature
wire_area_loss_frac,42,True,all_cleaned,image_morphology,True,All cleaned metadata and image features after QC and collinearity pruning.,img_rust_blob_eccentricity_max,exclude,near-constant within hidden-damage subset (top_value_fraction>=0.95),
wire_area_loss_frac,42,True,all_cleaned,image_morphology,True,All cleaned metadata and image features after QC and collinearity pruning.,img_rust_blob_eccentricity_mean,keep,retained after QC and collinearity cleanup,
wire_area_loss_frac,42,True,all_cleaned,image_morphology,True,All cleaned metadata and image features after QC and collinearity pruning.,img_rust_blob_largest_ratio_pct,keep,retained after QC and collinearity cleanup,
wire_area_loss_frac,42,True,all_cleaned,image_morphology,True,All cleaned metadata and image features after QC and collinearity pruning.,img_rust_blob_mean_ratio_pct,keep,retained after QC and collinearity cleanup,
wire_area_loss_frac,42,True,all_cleaned,image_spatial,True,All cleaned metadata and image features after QC and collinearity pruning.,img_rust_center_of_mass_cm,keep,retained after QC and collinearity cleanup,
wire_area_loss_frac,42,True,all_cleaned,image_spatial,True,All cleaned metadata and image features after QC and collinearity pruning.,img_strip_high_count,keep,retained after QC and collinearity cleanup,
wire_area_loss_frac,42,True,all_cleaned,image_spatial,True,All cleaned metadata and image features after QC and collinearity pruning.,img_strip_peak_location_cm,keep,retained after QC and collinearity cleanup,
wire_area_loss_frac,42,True,all_cleaned,image_spatial,True,All cleaned metadata and image features after QC and collinearity pruning.,img_strip_rust_max_pct,keep,retained after QC and collinearity cleanup,
wire_area_loss_frac,42,True,all_cleaned,image_spatial,True,All cleaned metadata and image features after QC and collinearity pruning.,img_strip_rust_mean_pct,exclude,high absolute Spearman correlation >= 0.98,img_rust_area_ratio_pct
wire_area_loss_frac,42,True,all_cleaned,image_spatial,True,All cleaned metadata and image features after QC and collinearity pruning.,img_strip_rust_p90_pct,keep,retained after QC and collinearity cleanup,
wire_area_loss_frac,42,True,all_cleaned,image_spatial,True,All cleaned metadata and image features after QC and collinearity pruning.,img_strip_rust_std_pct,keep,retained after QC and collinearity cleanup,
wire_area_loss_frac,42,True,all_cleaned,tabular_metadata,True,All cleaned metadata and image features after QC and collinearity pruning.,n_steel_mesh,exclude,high absolute Spearman correlation >= 0.98,ageing_days
wire_area_loss_frac,42,True,all_cleaned,tabular_metadata,True,All cleaned metadata and image features after QC and collinearity pruning.,nacl_pct,exclude,high absolute Spearman correlation >= 0.98,ageing_days
wire_area_loss_frac,42,True,all_cleaned,tabular_metadata,True,All cleaned metadata and image features after QC and collinearity pruning.,series_id,keep,retained after QC and collinearity cleanup,
wire_area_loss_frac,42,True,all_cleaned,tabular_metadata,True,All cleaned metadata and image features after QC and collinearity pruning.,split_group_treatment,keep,retained after QC and collinearity cleanup,
wire_area_loss_frac,42,True,all_cleaned,tabular_metadata,True,All cleaned metadata and image features after QC and collinearity pruning.,treatment_coarse,keep,retained after QC and collinearity cleanup,
wire_area_loss_frac,42,True,all_cleaned,tabular_metadata,True,All cleaned metadata and image features after QC and collinearity pruning.,treatment_label_coarse,keep,retained after QC and collinearity cleanup,
wire_area_loss_frac,42,True,all_cleaned,tabular_metadata,True,All cleaned metadata and image features after QC and collinearity pruning.,treatment_protocol,keep,retained after QC and collinearity cleanup,
wire_area_loss_frac,42,True,all_cleaned,temporal,True,All cleaned metadata and image features after QC and collinearity pruning.,week,exclude,high absolute Spearman correlation >= 0.98,ageing_days
wire_area_loss_frac,35,True,image_time_only,temporal,True,Image features plus ageing_days; excludes campaign/treatment shortcut metadata.,ageing_days,keep,retained after QC and collinearity cleanup,
wire_area_loss_frac,35,True,image_time_only,image_color,True,Image features plus ageing_days; excludes campaign/treatment shortcut metadata.,img_b_mean,keep,retained after QC and collinearity cleanup,
wire_area_loss_frac,35,True,image_time_only,image_color,True,Image features plus ageing_days; excludes campaign/treatment shortcut metadata.,img_b_std,keep,retained after QC and collinearity cleanup,
wire_area_loss_frac,35,True,image_time_only,image_mask,True,Image features plus ageing_days; excludes campaign/treatment shortcut metadata.,img_black_mask_ratio_pct,keep,retained after QC and collinearity cleanup,
wire_area_loss_frac,35,True,image_time_only,image_color,True,Image features plus ageing_days; excludes campaign/treatment shortcut metadata.,img_brightness_mean,keep,retained after QC and collinearity cleanup,
wire_area_loss_frac,35,True,image_time_only,image_color,True,Image features plus ageing_days; excludes campaign/treatment shortcut metadata.,img_brightness_p10,keep,retained after QC and collinearity cleanup,
wire_area_loss_frac,35,True,image_time_only,image_color,True,Image features plus ageing_days; excludes campaign/treatment shortcut metadata.,img_brightness_p90,keep,retained after QC and collinearity cleanup,
wire_area_loss_frac,35,True,image_time_only,image_color,True,Image features plus ageing_days; excludes campaign/treatment shortcut metadata.,img_brightness_std,keep,retained after QC and collinearity cleanup,
wire_area_loss_frac,35,True,image_time_only,image_color,True,Image features plus ageing_days; excludes campaign/treatment shortcut metadata.,img_g_mean,exclude,high absolute Spearman correlation >= 0.98,img_brightness_mean
wire_area_loss_frac,35,True,image_time_only,image_color,True,Image features plus ageing_days; excludes campaign/treatment shortcut metadata.,img_g_std,exclude,high absolute Spearman correlation >= 0.98,img_brightness_std
wire_area_loss_frac,35,True,image_time_only,image_texture,True,Image features plus ageing_days; excludes campaign/treatment shortcut metadata.,img_glcm_contrast,keep,retained after QC and collinearity cleanup,
wire_area_loss_frac,35,True,image_time_only,image_texture,True,Image features plus ageing_days; excludes campaign/treatment shortcut metadata.,img_glcm_energy,keep,retained after QC and collinearity cleanup,
wire_area_loss_frac,35,True,image_time_only,image_texture,True,Image features plus ageing_days; excludes campaign/treatment shortcut metadata.,img_glcm_homogeneity,keep,retained after QC and collinearity cleanup,
wire_area_loss_frac,35,True,image_time_only,image_histogram,True,Image features plus ageing_days; excludes campaign/treatment shortcut metadata.,img_gray_hist_bin_0,keep,retained after QC and collinearity cleanup,
wire_area_loss_frac,35,True,image_time_only,image_histogram,True,Image features plus ageing_days; excludes campaign/treatment shortcut metadata.,img_gray_hist_bin_1,keep,retained after QC and collinearity cleanup,
wire_area_loss_frac,35,True,image_time_only,image_histogram,True,Image features plus ageing_days; excludes campaign/treatment shortcut metadata.,img_gray_hist_bin_2,keep,retained after QC and collinearity cleanup,
wire_area_loss_frac,35,True,image_time_only,image_histogram,True,Image features plus ageing_days; excludes campaign/treatment shortcut metadata.,img_gray_hist_bin_3,keep,retained after QC and collinearity cleanup,
wire_area_loss_frac,35,True,image_time_only,image_histogram,True,Image features plus ageing_days; excludes campaign/treatment shortcut metadata.,img_gray_hist_bin_4,keep,retained after QC and collinearity cleanup,
wire_area_loss_frac,35,True,image_time_only,image_histogram,True,Image features plus ageing_days; excludes campaign/treatment shortcut metadata.,img_gray_hist_bin_5,keep,retained after QC and collinearity cleanup,
wire_area_loss_frac,35,True,image_time_only,image_histogram,True,Image features plus ageing_days; excludes campaign/treatment shortcut metadata.,img_gray_hist_bin_6,keep,retained after QC and collinearity cleanup,
wire_area_loss_frac,35,True,image_time_only,image_histogram,True,Image features plus ageing_days; excludes campaign/treatment shortcut metadata.,img_gray_hist_bin_7,keep,retained after QC and collinearity cleanup,
wire_area_loss_frac,35,True,image_time_only,image_mask,True,Image features plus ageing_days; excludes campaign/treatment shortcut metadata.,img_gray_mask_ratio_pct,keep,retained after QC and collinearity cleanup,
wire_area_loss_frac,35,True,image_time_only,image_texture,True,Image features plus ageing_days; excludes campaign/treatment shortcut metadata.,img_lbp_mean,keep,retained after QC and collinearity cleanup,
wire_area_loss_frac,35,True,image_time_only,image_texture,True,Image features plus ageing_days; excludes campaign/treatment shortcut metadata.,img_lbp_std,keep,retained after QC and collinearity cleanup,
wire_area_loss_frac,35,True,image_time_only,image_color,True,Image features plus ageing_days; excludes campaign/treatment shortcut metadata.,img_r_mean,keep,retained after QC and collinearity cleanup,
wire_area_loss_frac,35,True,image_time_only,image_color,True,Image features plus ageing_days; excludes campaign/treatment shortcut metadata.,img_r_std,keep,retained after QC and collinearity cleanup,
wire_area_loss_frac,35,True,image_time_only,image_mask,True,Image features plus ageing_days; excludes campaign/treatment shortcut metadata.,img_rust_area_ratio_pct,keep,retained after QC and collinearity cleanup,
wire_area_loss_frac,35,True,image_time_only,image_morphology,True,Image features plus ageing_days; excludes campaign/treatment shortcut metadata.,img_rust_blob_count,keep,retained after QC and collinearity cleanup,
wire_area_loss_frac,35,True,image_time_only,image_morphology,True,Image features plus ageing_days; excludes campaign/treatment shortcut metadata.,img_rust_blob_eccentricity_max,exclude,near-constant within hidden-damage subset (top_value_fraction>=0.95),
wire_area_loss_frac,35,True,image_time_only,image_morphology,True,Image features plus ageing_days; excludes campaign/treatment shortcut metadata.,img_rust_blob_eccentricity_mean,keep,retained after QC and collinearity cleanup,
wire_area_loss_frac,35,True,image_time_only,image_morphology,True,Image features plus ageing_days; excludes campaign/treatment shortcut metadata.,img_rust_blob_largest_ratio_pct,keep,retained after QC and collinearity cleanup,
wire_area_loss_frac,35,True,image_time_only,image_morphology,True,Image features plus ageing_days; excludes campaign/treatment shortcut metadata.,img_rust_blob_mean_ratio_pct,keep,retained after QC and collinearity cleanup,
wire_area_loss_frac,35,True,image_time_only,image_spatial,True,Image features plus ageing_days; excludes campaign/treatment shortcut metadata.,img_rust_center_of_mass_cm,keep,retained after QC and collinearity cleanup,
wire_area_loss_frac,35,True,image_time_only,image_spatial,True,Image features plus ageing_days; excludes campaign/treatment shortcut metadata.,img_strip_high_count,keep,retained after QC and collinearity cleanup,
wire_area_loss_frac,35,True,image_time_only,image_spatial,True,Image features plus ageing_days; excludes campaign/treatment shortcut metadata.,img_strip_peak_location_cm,keep,retained after QC and collinearity cleanup,
wire_area_loss_frac,35,True,image_time_only,image_spatial,True,Image features plus ageing_days; excludes campaign/treatment shortcut metadata.,img_strip_rust_max_pct,keep,retained after QC and collinearity cleanup,
wire_area_loss_frac,35,True,image_time_only,image_spatial,True,Image features plus ageing_days; excludes campaign/treatment shortcut metadata.,img_strip_rust_mean_pct,exclude,high absolute Spearman correlation >= 0.98,img_rust_area_ratio_pct
wire_area_loss_frac,35,True,image_time_only,image_spatial,True,Image features plus ageing_days; excludes campaign/treatment shortcut metadata.,img_strip_rust_p90_pct,keep,retained after QC and collinearity cleanup,
wire_area_loss_frac,35,True,image_time_only,image_spatial,True,Image features plus ageing_days; excludes campaign/treatment shortcut metadata.,img_strip_rust_std_pct,keep,retained after QC and collinearity cleanup,
wire_area_loss_frac,34,False,image_only,image_color,True,Image features only; diagnostic ablation for shortcut dependence.,img_b_mean,keep,retained after QC and collinearity cleanup,
wire_area_loss_frac,34,False,image_only,image_color,True,Image features only; diagnostic ablation for shortcut dependence.,img_b_std,keep,retained after QC and collinearity cleanup,
wire_area_loss_frac,34,False,image_only,image_mask,True,Image features only; diagnostic ablation for shortcut dependence.,img_black_mask_ratio_pct,keep,retained after QC and collinearity cleanup,
wire_area_loss_frac,34,False,image_only,image_color,True,Image features only; diagnostic ablation for shortcut dependence.,img_brightness_mean,keep,retained after QC and collinearity cleanup,
wire_area_loss_frac,34,False,image_only,image_color,True,Image features only; diagnostic ablation for shortcut dependence.,img_brightness_p10,keep,retained after QC and collinearity cleanup,
wire_area_loss_frac,34,False,image_only,image_color,True,Image features only; diagnostic ablation for shortcut dependence.,img_brightness_p90,keep,retained after QC and collinearity cleanup,
wire_area_loss_frac,34,False,image_only,image_color,True,Image features only; diagnostic ablation for shortcut dependence.,img_brightness_std,keep,retained after QC and collinearity cleanup,
wire_area_loss_frac,34,False,image_only,image_color,True,Image features only; diagnostic ablation for shortcut dependence.,img_g_mean,exclude,high absolute Spearman correlation >= 0.98,img_brightness_mean
wire_area_loss_frac,34,False,image_only,image_color,True,Image features only; diagnostic ablation for shortcut dependence.,img_g_std,exclude,high absolute Spearman correlation >= 0.98,img_brightness_std
wire_area_loss_frac,34,False,image_only,image_texture,True,Image features only; diagnostic ablation for shortcut dependence.,img_glcm_contrast,keep,retained after QC and collinearity cleanup,
wire_area_loss_frac,34,False,image_only,image_texture,True,Image features only; diagnostic ablation for shortcut dependence.,img_glcm_energy,keep,retained after QC and collinearity cleanup,
wire_area_loss_frac,34,False,image_only,image_texture,True,Image features only; diagnostic ablation for shortcut dependence.,img_glcm_homogeneity,keep,retained after QC and collinearity cleanup,
wire_area_loss_frac,34,False,image_only,image_histogram,True,Image features only; diagnostic ablation for shortcut dependence.,img_gray_hist_bin_0,keep,retained after QC and collinearity cleanup,
wire_area_loss_frac,34,False,image_only,image_histogram,True,Image features only; diagnostic ablation for shortcut dependence.,img_gray_hist_bin_1,keep,retained after QC and collinearity cleanup,
wire_area_loss_frac,34,False,image_only,image_histogram,True,Image features only; diagnostic ablation for shortcut dependence.,img_gray_hist_bin_2,keep,retained after QC and collinearity cleanup,
wire_area_loss_frac,34,False,image_only,image_histogram,True,Image features only; diagnostic ablation for shortcut dependence.,img_gray_hist_bin_3,keep,retained after QC and collinearity cleanup,
wire_area_loss_frac,34,False,image_only,image_histogram,True,Image features only; diagnostic ablation for shortcut dependence.,img_gray_hist_bin_4,keep,retained after QC and collinearity cleanup,
wire_area_loss_frac,34,False,image_only,image_histogram,True,Image features only; diagnostic ablation for shortcut dependence.,img_gray_hist_bin_5,keep,retained after QC and collinearity cleanup,
wire_area_loss_frac,34,False,image_only,image_histogram,True,Image features only; diagnostic ablation for shortcut dependence.,img_gray_hist_bin_6,keep,retained after QC and collinearity cleanup,
wire_area_loss_frac,34,False,image_only,image_histogram,True,Image features only; diagnostic ablation for shortcut dependence.,img_gray_hist_bin_7,keep,retained after QC and collinearity cleanup,
wire_area_loss_frac,34,False,image_only,image_mask,True,Image features only; diagnostic ablation for shortcut dependence.,img_gray_mask_ratio_pct,keep,retained after QC and collinearity cleanup,
wire_area_loss_frac,34,False,image_only,image_texture,True,Image features only; diagnostic ablation for shortcut dependence.,img_lbp_mean,keep,retained after QC and collinearity cleanup,
wire_area_loss_frac,34,False,image_only,image_texture,True,Image features only; diagnostic ablation for shortcut dependence.,img_lbp_std,keep,retained after QC and collinearity cleanup,
wire_area_loss_frac,34,False,image_only,image_color,True,Image features only; diagnostic ablation for shortcut dependence.,img_r_mean,keep,retained after QC and collinearity cleanup,
wire_area_loss_frac,34,False,image_only,image_color,True,Image features only; diagnostic ablation for shortcut dependence.,img_r_std,keep,retained after QC and collinearity cleanup,
wire_area_loss_frac,34,False,image_only,image_mask,True,Image features only; diagnostic ablation for shortcut dependence.,img_rust_area_ratio_pct,keep,retained after QC and collinearity cleanup,
wire_area_loss_frac,34,False,image_only,image_morphology,True,Image features only; diagnostic ablation for shortcut dependence.,img_rust_blob_count,keep,retained after QC and collinearity cleanup,
wire_area_loss_frac,34,False,image_only,image_morphology,True,Image features only; diagnostic ablation for shortcut dependence.,img_rust_blob_eccentricity_max,exclude,near-constant within hidden-damage subset (top_value_fraction>=0.95),
wire_area_loss_frac,34,False,image_only,image_morphology,True,Image features only; diagnostic ablation for shortcut dependence.,img_rust_blob_eccentricity_mean,keep,retained after QC and collinearity cleanup,
wire_area_loss_frac,34,False,image_only,image_morphology,True,Image features only; diagnostic ablation for shortcut dependence.,img_rust_blob_largest_ratio_pct,keep,retained after QC and collinearity cleanup,
wire_area_loss_frac,34,False,image_only,image_morphology,True,Image features only; diagnostic ablation for shortcut dependence.,img_rust_blob_mean_ratio_pct,keep,retained after QC and collinearity cleanup,
wire_area_loss_frac,34,False,image_only,image_spatial,True,Image features only; diagnostic ablation for shortcut dependence.,img_rust_center_of_mass_cm,keep,retained after QC and collinearity cleanup,
wire_area_loss_frac,34,False,image_only,image_spatial,True,Image features only; diagnostic ablation for shortcut dependence.,img_strip_high_count,keep,retained after QC and collinearity cleanup,
wire_area_loss_frac,34,False,image_only,image_spatial,True,Image features only; diagnostic ablation for shortcut dependence.,img_strip_peak_location_cm,keep,retained after QC and collinearity cleanup,
wire_area_loss_frac,34,False,image_only,image_spatial,True,Image features only; diagnostic ablation for shortcut dependence.,img_strip_rust_max_pct,keep,retained after QC and collinearity cleanup,
wire_area_loss_frac,34,False,image_only,image_spatial,True,Image features only; diagnostic ablation for shortcut dependence.,img_strip_rust_mean_pct,exclude,high absolute Spearman correlation >= 0.98,img_rust_area_ratio_pct
wire_area_loss_frac,34,False,image_only,image_spatial,True,Image features only; diagnostic ablation for shortcut dependence.,img_strip_rust_p90_pct,keep,retained after QC and collinearity cleanup,
wire_area_loss_frac,34,False,image_only,image_spatial,True,Image features only; diagnostic ablation for shortcut dependence.,img_strip_rust_std_pct,keep,retained after QC and collinearity cleanup,
wire_area_loss_frac,8,True,metadata_only,temporal,True,Temporal and tabular metadata only; diagnostic ablation for campaign-confounding.,ageing_days,keep,retained after QC and collinearity cleanup,
wire_area_loss_frac,8,True,metadata_only,tabular_metadata,True,Temporal and tabular metadata only; diagnostic ablation for campaign-confounding.,campaign_id,keep,retained after QC and collinearity cleanup,
wire_area_loss_frac,8,True,metadata_only,tabular_metadata,True,Temporal and tabular metadata only; diagnostic ablation for campaign-confounding.,cover_mm,keep,retained after QC and collinearity cleanup,
wire_area_loss_frac,8,True,metadata_only,tabular_metadata,True,Temporal and tabular metadata only; diagnostic ablation for campaign-confounding.,n_steel_mesh,exclude,high absolute Spearman correlation >= 0.98,ageing_days
wire_area_loss_frac,8,True,metadata_only,tabular_metadata,True,Temporal and tabular metadata only; diagnostic ablation for campaign-confounding.,nacl_pct,exclude,high absolute Spearman correlation >= 0.98,ageing_days
wire_area_loss_frac,8,True,metadata_only,tabular_metadata,True,Temporal and tabular metadata only; diagnostic ablation for campaign-confounding.,series_id,keep,retained after QC and collinearity cleanup,
wire_area_loss_frac,8,True,metadata_only,tabular_metadata,True,Temporal and tabular metadata only; diagnostic ablation for campaign-confounding.,split_group_treatment,keep,retained after QC and collinearity cleanup,
wire_area_loss_frac,8,True,metadata_only,tabular_metadata,True,Temporal and tabular metadata only; diagnostic ablation for campaign-confounding.,treatment_coarse,keep,retained after QC and collinearity cleanup,
wire_area_loss_frac,8,True,metadata_only,tabular_metadata,True,Temporal and tabular metadata only; diagnostic ablation for campaign-confounding.,treatment_label_coarse,keep,retained after QC and collinearity cleanup,
wire_area_loss_frac,8,True,metadata_only,tabular_metadata,True,Temporal and tabular metadata only; diagnostic ablation for campaign-confounding.,treatment_protocol,keep,retained after QC and collinearity cleanup,
wire_area_loss_frac,8,True,metadata_only,temporal,True,Temporal and tabular metadata only; diagnostic ablation for campaign-confounding.,week,exclude,high absolute Spearman correlation >= 0.98,ageing_days
ultimate_load_kn,42,True,all_cleaned,temporal,True,All cleaned metadata and image features after QC and collinearity pruning.,ageing_days,keep,retained after QC and collinearity cleanup,
ultimate_load_kn,42,True,all_cleaned,tabular_metadata,True,All cleaned metadata and image features after QC and collinearity pruning.,campaign_id,keep,retained after QC and collinearity cleanup,
ultimate_load_kn,42,True,all_cleaned,tabular_metadata,True,All cleaned metadata and image features after QC and collinearity pruning.,cover_mm,keep,retained after QC and collinearity cleanup,
ultimate_load_kn,42,True,all_cleaned,image_color,True,All cleaned metadata and image features after QC and collinearity pruning.,img_b_mean,keep,retained after QC and collinearity cleanup,
ultimate_load_kn,42,True,all_cleaned,image_color,True,All cleaned metadata and image features after QC and collinearity pruning.,img_b_std,keep,retained after QC and collinearity cleanup,
ultimate_load_kn,42,True,all_cleaned,image_mask,True,All cleaned metadata and image features after QC and collinearity pruning.,img_black_mask_ratio_pct,keep,retained after QC and collinearity cleanup,
ultimate_load_kn,42,True,all_cleaned,image_color,True,All cleaned metadata and image features after QC and collinearity pruning.,img_brightness_mean,keep,retained after QC and collinearity cleanup,
ultimate_load_kn,42,True,all_cleaned,image_color,True,All cleaned metadata and image features after QC and collinearity pruning.,img_brightness_p10,keep,retained after QC and collinearity cleanup,
ultimate_load_kn,42,True,all_cleaned,image_color,True,All cleaned metadata and image features after QC and collinearity pruning.,img_brightness_p90,keep,retained after QC and collinearity cleanup,
ultimate_load_kn,42,True,all_cleaned,image_color,True,All cleaned metadata and image features after QC and collinearity pruning.,img_brightness_std,keep,retained after QC and collinearity cleanup,
ultimate_load_kn,42,True,all_cleaned,image_color,True,All cleaned metadata and image features after QC and collinearity pruning.,img_g_mean,exclude,high absolute Spearman correlation >= 0.98,img_brightness_mean
ultimate_load_kn,42,True,all_cleaned,image_color,True,All cleaned metadata and image features after QC and collinearity pruning.,img_g_std,exclude,high absolute Spearman correlation >= 0.98,img_brightness_std
ultimate_load_kn,42,True,all_cleaned,image_texture,True,All cleaned metadata and image features after QC and collinearity pruning.,img_glcm_contrast,keep,retained after QC and collinearity cleanup,
ultimate_load_kn,42,True,all_cleaned,image_texture,True,All cleaned metadata and image features after QC and collinearity pruning.,img_glcm_energy,keep,retained after QC and collinearity cleanup,
ultimate_load_kn,42,True,all_cleaned,image_texture,True,All cleaned metadata and image features after QC and collinearity pruning.,img_glcm_homogeneity,keep,retained after QC and collinearity cleanup,
ultimate_load_kn,42,True,all_cleaned,image_histogram,True,All cleaned metadata and image features after QC and collinearity pruning.,img_gray_hist_bin_0,keep,retained after QC and collinearity cleanup,
ultimate_load_kn,42,True,all_cleaned,image_histogram,True,All cleaned metadata and image features after QC and collinearity pruning.,img_gray_hist_bin_1,keep,retained after QC and collinearity cleanup,
ultimate_load_kn,42,True,all_cleaned,image_histogram,True,All cleaned metadata and image features after QC and collinearity pruning.,img_gray_hist_bin_2,keep,retained after QC and collinearity cleanup,
ultimate_load_kn,42,True,all_cleaned,image_histogram,True,All cleaned metadata and image features after QC and collinearity pruning.,img_gray_hist_bin_3,keep,retained after QC and collinearity cleanup,
ultimate_load_kn,42,True,all_cleaned,image_histogram,True,All cleaned metadata and image features after QC and collinearity pruning.,img_gray_hist_bin_4,keep,retained after QC and collinearity cleanup,
ultimate_load_kn,42,True,all_cleaned,image_histogram,True,All cleaned metadata and image features after QC and collinearity pruning.,img_gray_hist_bin_5,keep,retained after QC and collinearity cleanup,
ultimate_load_kn,42,True,all_cleaned,image_histogram,True,All cleaned metadata and image features after QC and collinearity pruning.,img_gray_hist_bin_6,keep,retained after QC and collinearity cleanup,
ultimate_load_kn,42,True,all_cleaned,image_histogram,True,All cleaned metadata and image features after QC and collinearity pruning.,img_gray_hist_bin_7,keep,retained after QC and collinearity cleanup,
ultimate_load_kn,42,True,all_cleaned,image_mask,True,All cleaned metadata and image features after QC and collinearity pruning.,img_gray_mask_ratio_pct,keep,retained after QC and collinearity cleanup,
ultimate_load_kn,42,True,all_cleaned,image_texture,True,All cleaned metadata and image features after QC and collinearity pruning.,img_lbp_mean,keep,retained after QC and collinearity cleanup,
ultimate_load_kn,42,True,all_cleaned,image_texture,True,All cleaned metadata and image features after QC and collinearity pruning.,img_lbp_std,keep,retained after QC and collinearity cleanup,
